Film,Name,Category,Year_Film,Year_Ceremony,Critic_Score,Audience_Score,Winner
Taxi Driver,Jodie Foster,ACTRESS IN A SUPPORTING ROLE,1976,1977,0.89,0.93,False
Voyage of the Damned,Lee Grant,ACTRESS IN A SUPPORTING ROLE,1976,1977,0.77,0.52,False
Carrie,Piper Laurie,ACTRESS IN A SUPPORTING ROLE,1976,1977,0.5,0.44,False
Carrie,Piper Laurie,ACTRESS IN A SUPPORTING ROLE,1976,1977,0.5,0.44,False
Network,Beatrice Straight,ACTRESS IN A SUPPORTING ROLE,1976,1977,0.91,0.93,True
All the President's Men,Art Direction:  George Jenkins;  Set Decoration:  George Gaines,ART DIRECTION,1976,1977,0.94,0.92,True
All the President's Men,Art Direction:  George Jenkins;  Set Decoration:  George Gaines,ART DIRECTION,1976,1977,0.94,0.92,True
The Last Tycoon,"Art Direction:  Gene Callahan, Jack Collis;  Set Decoration:  Jerry Wunderlich",ART DIRECTION,1976,1977,0.33,0.4,False
Logan's Run,Art Direction:  Dale Hennesy;  Set Decoration:  Robert de Vestel,ART DIRECTION,1976,1977,0.58,0.67,False
The Shootist,Art Direction:  Robert F. Boyle;  Set Decoration:  Arthur Jeph Parker,ART DIRECTION,1976,1977,0.81,0.88,False
Bound for Glory,Haskell Wexler,CINEMATOGRAPHY,1976,1977,0.81,0.76,True
King Kong,Richard H. Kline,CINEMATOGRAPHY,1976,1977,0.84,0.5,False
King Kong,Richard H. Kline,CINEMATOGRAPHY,1976,1977,0.84,0.5,False
King Kong,Richard H. Kline,CINEMATOGRAPHY,1976,1977,0.84,0.5,False
King Kong,Richard H. Kline,CINEMATOGRAPHY,1976,1977,0.84,0.5,False
Logan's Run,Ernest Laszlo,CINEMATOGRAPHY,1976,1977,0.58,0.67,False
Network,Owen Roizman,CINEMATOGRAPHY,1976,1977,0.91,0.93,False
A Star Is Born,Robert Surtees,CINEMATOGRAPHY,1976,1977,0.9,0.8,False
A Star Is Born,Robert Surtees,CINEMATOGRAPHY,1976,1977,0.9,0.8,False
A Star Is Born,Robert Surtees,CINEMATOGRAPHY,1976,1977,0.9,0.8,False
Bound for Glory,William Theiss,COSTUME DESIGN,1976,1977,0.81,0.76,False
All the President's Men,Alan J. Pakula,DIRECTING,1976,1977,0.94,0.92,False
All the President's Men,Alan J. Pakula,DIRECTING,1976,1977,0.94,0.92,False
Network,Sidney Lumet,DIRECTING,1976,1977,0.91,0.93,False
Seven Beauties,Lina Wertmüller,DIRECTING,1976,1977,0.67,0.88,False
"Harlan County, U.S.A.","Barbara Kopple, Producer",DOCUMENTARY (Feature),1976,1977,1,0.92,True
All the President's Men,Robert L. Wolfe,FILM EDITING,1976,1977,0.94,0.92,False
All the President's Men,Robert L. Wolfe,FILM EDITING,1976,1977,0.94,0.92,False
Bound for Glory,"Robert Jones, Pembroke J. Herring",FILM EDITING,1976,1977,0.81,0.76,False
Network,Alan Heim,FILM EDITING,1976,1977,0.91,0.93,False
Seven Beauties,Italy,FOREIGN LANGUAGE FILM,1976,1977,0.67,0.88,False
The Omen,Jerry Goldsmith,MUSIC (Original Score),1976,1977,0.26,0.4,True
The Omen,Jerry Goldsmith,MUSIC (Original Score),1976,1977,0.26,0.4,True
The Omen,Jerry Goldsmith,MUSIC (Original Score),1976,1977,0.26,0.4,True
The Outlaw Josey Wales,Jerry Fielding,MUSIC (Original Score),1976,1977,0.91,0.91,False
The Outlaw Josey Wales,Jerry Fielding,MUSIC (Original Score),1976,1977,0.91,0.91,False
Taxi Driver,Bernard Herrmann,MUSIC (Original Score),1976,1977,0.89,0.93,False
Voyage of the Damned,Lalo Schifrin,MUSIC (Original Score),1976,1977,0.77,0.52,False
Bound for Glory,Adaptation Score by Leonard Rosenman,MUSIC (Original Song Score and Its Adaptation or Adaptation Score),1976,1977,0.81,0.76,True
Bugsy Malone,Song Score and Adaptation Score by Paul Williams,MUSIC (Original Song Score and Its Adaptation or Adaptation Score),1976,1977,0.79,0.8,False
A Star Is Born,Adaptation Score by Roger Kellaway,MUSIC (Original Song Score and Its Adaptation or Adaptation Score),1976,1977,0.9,0.8,False
A Star Is Born,Adaptation Score by Roger Kellaway,MUSIC (Original Song Score and Its Adaptation or Adaptation Score),1976,1977,0.9,0.8,False
A Star Is Born,Adaptation Score by Roger Kellaway,MUSIC (Original Song Score and Its Adaptation or Adaptation Score),1976,1977,0.9,0.8,False
The Omen,Music and Lyrics by Jerry Goldsmith,MUSIC (Original Song),1976,1977,0.26,0.4,False
The Omen,Music and Lyrics by Jerry Goldsmith,MUSIC (Original Song),1976,1977,0.26,0.4,False
The Omen,Music and Lyrics by Jerry Goldsmith,MUSIC (Original Song),1976,1977,0.26,0.4,False
The Pink Panther Strikes Again,Music by Henry Mancini; Lyrics by Don Black,MUSIC (Original Song),1976,1977,0.72,0.84,False
A Star Is Born,Music by Barbra Streisand; Lyrics by Paul Williams,MUSIC (Original Song),1976,1977,0.9,0.8,True
A Star Is Born,Music by Barbra Streisand; Lyrics by Paul Williams,MUSIC (Original Song),1976,1977,0.9,0.8,True
A Star Is Born,Music by Barbra Streisand; Lyrics by Paul Williams,MUSIC (Original Song),1976,1977,0.9,0.8,True
All the President's Men,"Walter Coblenz, Producer",BEST PICTURE,1976,1977,0.94,0.92,False
All the President's Men,"Walter Coblenz, Producer",BEST PICTURE,1976,1977,0.94,0.92,False
Bound for Glory,"Robert F. Blumofe and Harold Leventhal, Producers",BEST PICTURE,1976,1977,0.81,0.76,False
Network,"Howard Gottfried, Producer",BEST PICTURE,1976,1977,0.91,0.93,False
Taxi Driver,"Michael Phillips and Julia Phillips, Producers",BEST PICTURE,1976,1977,0.89,0.93,False
All the President's Men,"Arthur Piantadosi, Les Fresholtz, Dick Alexander, Jim Webb",SOUND,1976,1977,0.94,0.92,True
All the President's Men,"Arthur Piantadosi, Les Fresholtz, Dick Alexander, Jim Webb",SOUND,1976,1977,0.94,0.92,True
King Kong,"Harry Warren Tetrick, William McCaughey, Aaron Rochin, Jack Solomon",SOUND,1976,1977,0.84,0.5,False
King Kong,"Harry Warren Tetrick, William McCaughey, Aaron Rochin, Jack Solomon",SOUND,1976,1977,0.84,0.5,False
King Kong,"Harry Warren Tetrick, William McCaughey, Aaron Rochin, Jack Solomon",SOUND,1976,1977,0.84,0.5,False
King Kong,"Harry Warren Tetrick, William McCaughey, Aaron Rochin, Jack Solomon",SOUND,1976,1977,0.84,0.5,False
A Star Is Born,"Robert Knudson, Dan Wallin, Robert Glass, Tom Overton",SOUND,1976,1977,0.9,0.8,False
A Star Is Born,"Robert Knudson, Dan Wallin, Robert Glass, Tom Overton",SOUND,1976,1977,0.9,0.8,False
A Star Is Born,"Robert Knudson, Dan Wallin, Robert Glass, Tom Overton",SOUND,1976,1977,0.9,0.8,False
All the President's Men,William Goldman,WRITING (Screenplay--based on material from another medium),1976,1977,0.94,0.92,True
All the President's Men,William Goldman,WRITING (Screenplay--based on material from another medium),1976,1977,0.94,0.92,True
Bound for Glory,Robert Getchell,WRITING (Screenplay--based on material from another medium),1976,1977,0.81,0.76,False
Voyage of the Damned,"Steve Shagan, David Butler",WRITING (Screenplay--based on material from another medium),1976,1977,0.77,0.52,False
The Front,Walter Bernstein,WRITING (Screenplay Written Directly for the Screen--based on factual material or on story material not previously published or produced),1976,1977,0.69,0.74,False
Network,Paddy Chayefsky,WRITING (Screenplay Written Directly for the Screen--based on factual material or on story material not previously published or produced),1976,1977,0.91,0.93,True
Seven Beauties,Lina Wertmüller,WRITING (Screenplay Written Directly for the Screen--based on factual material or on story material not previously published or produced),1976,1977,0.67,0.88,False
King Kong,"Carlo Rambaldi, Glen Robinson, Frank Van der Veer",SPECIAL ACHIEVEMENT AWARD (Visual Effects),1976,1977,0.84,0.5,True
King Kong,"Carlo Rambaldi, Glen Robinson, Frank Van der Veer",SPECIAL ACHIEVEMENT AWARD (Visual Effects),1976,1977,0.84,0.5,True
King Kong,"Carlo Rambaldi, Glen Robinson, Frank Van der Veer",SPECIAL ACHIEVEMENT AWARD (Visual Effects),1976,1977,0.84,0.5,True
King Kong,"Carlo Rambaldi, Glen Robinson, Frank Van der Veer",SPECIAL ACHIEVEMENT AWARD (Visual Effects),1976,1977,0.84,0.5,True
Logan's Run,"L. B. Abbott, Glen Robinson, Matthew Yuricich",SPECIAL ACHIEVEMENT AWARD (Visual Effects),1976,1977,0.58,0.67,True
Annie Hall,Woody Allen,ACTOR IN A LEADING ROLE,1977,1978,0.97,0.92,False
Annie Hall,Woody Allen,ACTOR IN A LEADING ROLE,1977,1978,0.97,0.92,False
Equus,Richard Burton,ACTOR IN A LEADING ROLE,1977,1978,0.7,0.78,False
The Goodbye Girl,Richard Dreyfuss,ACTOR IN A LEADING ROLE,1977,1978,0.8,0.85,True
The Goodbye Girl,Richard Dreyfuss,ACTOR IN A LEADING ROLE,1977,1978,0.8,0.85,True
Saturday Night Fever,John Travolta,ACTOR IN A LEADING ROLE,1977,1978,0.82,0.71,False
Saturday Night Fever,John Travolta,ACTOR IN A LEADING ROLE,1977,1978,0.82,0.71,False
Equus,Peter Firth,ACTOR IN A SUPPORTING ROLE,1977,1978,0.7,0.78,False
Annie Hall,Diane Keaton,ACTRESS IN A LEADING ROLE,1977,1978,0.97,0.92,True
Annie Hall,Diane Keaton,ACTRESS IN A LEADING ROLE,1977,1978,0.97,0.92,True
The Goodbye Girl,Marsha Mason,ACTRESS IN A LEADING ROLE,1977,1978,0.8,0.85,False
The Goodbye Girl,Marsha Mason,ACTRESS IN A LEADING ROLE,1977,1978,0.8,0.85,False
The Goodbye Girl,Quinn Cummings,ACTRESS IN A SUPPORTING ROLE,1977,1978,0.8,0.85,False
The Goodbye Girl,Quinn Cummings,ACTRESS IN A SUPPORTING ROLE,1977,1978,0.8,0.85,False
Close Encounters of the Third Kind,Melinda Dillon,ACTRESS IN A SUPPORTING ROLE,1977,1978,0.9,0.85,False
Close Encounters of the Third Kind,Melinda Dillon,ACTRESS IN A SUPPORTING ROLE,1977,1978,0.9,0.85,False
Looking for Mr. Goodbar,Tuesday Weld,ACTRESS IN A SUPPORTING ROLE,1977,1978,0.61,0.74,False
Airport '77,Art Direction:  George C. Webb;  Set Decoration:  Mickey S. Michaels,ART DIRECTION,1977,1978,0.4,0.32,False
Close Encounters of the Third Kind,"Art Direction:  Joe Alves, Dan Lomino;  Set Decoration:  Phil Abramson",ART DIRECTION,1977,1978,0.9,0.85,False
Close Encounters of the Third Kind,"Art Direction:  Joe Alves, Dan Lomino;  Set Decoration:  Phil Abramson",ART DIRECTION,1977,1978,0.9,0.85,False
The Spy Who Loved Me,"Art Direction:  Ken Adam, Peter Lamont;  Set Decoration:  Hugh Scaife",ART DIRECTION,1977,1978,0.82,0.77,False
The Spy Who Loved Me,"Art Direction:  Ken Adam, Peter Lamont;  Set Decoration:  Hugh Scaife",ART DIRECTION,1977,1978,0.82,0.77,False
Close Encounters of the Third Kind,Vilmos Zsigmond,CINEMATOGRAPHY,1977,1978,0.9,0.85,True
Close Encounters of the Third Kind,Vilmos Zsigmond,CINEMATOGRAPHY,1977,1978,0.9,0.85,True
Looking for Mr. Goodbar,William A. Fraker,CINEMATOGRAPHY,1977,1978,0.61,0.74,False
Airport '77,"Edith Head, Burton Miller",COSTUME DESIGN,1977,1978,0.4,0.32,False
A Little Night Music,Florence Klotz,COSTUME DESIGN,1977,1978,0.17,0.29,False
The Other Side of Midnight,Irene Sharaff,COSTUME DESIGN,1977,1978,0.25,0.73,False
Annie Hall,Woody Allen,DIRECTING,1977,1978,0.97,0.92,True
Annie Hall,Woody Allen,DIRECTING,1977,1978,0.97,0.92,True
Close Encounters of the Third Kind,Steven Spielberg,DIRECTING,1977,1978,0.9,0.85,False
Close Encounters of the Third Kind,Steven Spielberg,DIRECTING,1977,1978,0.9,0.85,False
Close Encounters of the Third Kind,Michael Kahn,FILM EDITING,1977,1978,0.9,0.85,False
Close Encounters of the Third Kind,Michael Kahn,FILM EDITING,1977,1978,0.9,0.85,False
Smokey and the Bandit,"Walter Hannemann, Angelo Ross",FILM EDITING,1977,1978,0.72,0.85,False
Smokey and the Bandit,"Walter Hannemann, Angelo Ross",FILM EDITING,1977,1978,0.72,0.85,False
Madame Rosa,France,FOREIGN LANGUAGE FILM,1977,1978,0.89,0.93,True
That Obscure Object of Desire,Spain,FOREIGN LANGUAGE FILM,1977,1978,0.97,0.9,False
Close Encounters of the Third Kind,John Williams,MUSIC (Original Score),1977,1978,0.9,0.85,False
Close Encounters of the Third Kind,John Williams,MUSIC (Original Score),1977,1978,0.9,0.85,False
The Spy Who Loved Me,Marvin Hamlisch,MUSIC (Original Score),1977,1978,0.82,0.77,False
The Spy Who Loved Me,Marvin Hamlisch,MUSIC (Original Score),1977,1978,0.82,0.77,False
A Little Night Music,Adaptation Score by Jonathan Tunick,MUSIC (Original Song Score and Its Adaptation or Adaptation Score),1977,1978,0.17,0.29,True
Pete's Dragon,Song Score by Al Kasha and Joel Hirschhorn; Adaptation Score by Irwin Kostal,MUSIC (Original Song Score and Its Adaptation or Adaptation Score),1977,1978,0.56,0.6,False
Pete's Dragon,Song Score by Al Kasha and Joel Hirschhorn; Adaptation Score by Irwin Kostal,MUSIC (Original Song Score and Its Adaptation or Adaptation Score),1977,1978,0.56,0.6,False
Pete's Dragon,Song Score by Al Kasha and Joel Hirschhorn; Adaptation Score by Irwin Kostal,MUSIC (Original Song Score and Its Adaptation or Adaptation Score),1977,1978,0.56,0.6,False
Pete's Dragon,Music and Lyrics by Al Kasha and Joel Hirschhorn,MUSIC (Original Song),1977,1978,0.56,0.6,False
Pete's Dragon,Music and Lyrics by Al Kasha and Joel Hirschhorn,MUSIC (Original Song),1977,1978,0.56,0.6,False
Pete's Dragon,Music and Lyrics by Al Kasha and Joel Hirschhorn,MUSIC (Original Song),1977,1978,0.56,0.6,False
The Spy Who Loved Me,Music by Marvin Hamlisch; Lyrics by Carole Bayer Sager,MUSIC (Original Song),1977,1978,0.82,0.77,False
The Spy Who Loved Me,Music by Marvin Hamlisch; Lyrics by Carole Bayer Sager,MUSIC (Original Song),1977,1978,0.82,0.77,False
The Rescuers,Music by Sammy Fain; Lyrics by Carol Connors and Ayn Robbins,MUSIC (Original Song),1977,1978,0.79,0.68,False
The Rescuers,Music by Sammy Fain; Lyrics by Carol Connors and Ayn Robbins,MUSIC (Original Song),1977,1978,0.79,0.68,False
You Light Up My Life,Music and Lyrics by Joseph Brooks,MUSIC (Original Song),1977,1978,0.17,0.2,True
Annie Hall,"Charles H. Joffe, Producer",BEST PICTURE,1977,1978,0.97,0.92,True
Annie Hall,"Charles H. Joffe, Producer",BEST PICTURE,1977,1978,0.97,0.92,True
The Goodbye Girl,"Ray Stark, Producer",BEST PICTURE,1977,1978,0.8,0.85,False
The Goodbye Girl,"Ray Stark, Producer",BEST PICTURE,1977,1978,0.8,0.85,False
Close Encounters of the Third Kind,"Robert Knudson, Robert J. Glass, Don MacDougall, Gene S. Cantamessa",SOUND,1977,1978,0.9,0.85,False
Close Encounters of the Third Kind,"Robert Knudson, Robert J. Glass, Don MacDougall, Gene S. Cantamessa",SOUND,1977,1978,0.9,0.85,False
The Deep,"Walter Goss, Dick Alexander, Tom Beckert, Robin Gregory",SOUND,1977,1978,0.42,0.38,False
The Deep,"Walter Goss, Dick Alexander, Tom Beckert, Robin Gregory",SOUND,1977,1978,0.42,0.38,False
The Deep,"Walter Goss, Dick Alexander, Tom Beckert, Robin Gregory",SOUND,1977,1978,0.42,0.38,False
The Deep,"Walter Goss, Dick Alexander, Tom Beckert, Robin Gregory",SOUND,1977,1978,0.42,0.38,False
Close Encounters of the Third Kind,"Roy Arbogast, Douglas Trumbull, Matthew Yuricich, Gregory Jein, Richard Yuricich",VISUAL EFFECTS,1977,1978,0.9,0.85,False
Close Encounters of the Third Kind,"Roy Arbogast, Douglas Trumbull, Matthew Yuricich, Gregory Jein, Richard Yuricich",VISUAL EFFECTS,1977,1978,0.9,0.85,False
Equus,Peter Shaffer,WRITING (Screenplay--based on material from another medium),1977,1978,0.7,0.78,False
I Never Promised You a Rose Garden,"Gavin Lambert, Lewis John Carlino",WRITING (Screenplay--based on material from another medium),1977,1978,0.4,0.54,False
"Oh, God!",Larry Gelbart,WRITING (Screenplay--based on material from another medium),1977,1978,0.75,0.59,False
"Oh, God!",Larry Gelbart,WRITING (Screenplay--based on material from another medium),1977,1978,0.75,0.59,False
That Obscure Object of Desire,"Luis Buñuel, Jean-Claude Carrière",WRITING (Screenplay--based on material from another medium),1977,1978,0.97,0.9,False
Annie Hall,"Woody Allen, Marshall Brickman",WRITING (Screenplay Written Directly for the Screen--based on factual material or on story material not previously published or produced),1977,1978,0.97,0.92,True
Annie Hall,"Woody Allen, Marshall Brickman",WRITING (Screenplay Written Directly for the Screen--based on factual material or on story material not previously published or produced),1977,1978,0.97,0.92,True
The Goodbye Girl,Neil Simon,WRITING (Screenplay Written Directly for the Screen--based on factual material or on story material not previously published or produced),1977,1978,0.8,0.85,False
The Goodbye Girl,Neil Simon,WRITING (Screenplay Written Directly for the Screen--based on factual material or on story material not previously published or produced),1977,1978,0.8,0.85,False
The Late Show,Robert Benton,WRITING (Screenplay Written Directly for the Screen--based on factual material or on story material not previously published or produced),1977,1978,0.95,0.77,False
The Late Show,Robert Benton,WRITING (Screenplay Written Directly for the Screen--based on factual material or on story material not previously published or produced),1977,1978,0.95,0.77,False
Close Encounters of the Third Kind,Frank E. Warner,SPECIAL ACHIEVEMENT AWARD (Sound Effects Editing),1977,1978,0.9,0.85,True
Close Encounters of the Third Kind,Frank E. Warner,SPECIAL ACHIEVEMENT AWARD (Sound Effects Editing),1977,1978,0.9,0.85,True
Heaven Can Wait,Warren Beatty,ACTOR IN A LEADING ROLE,1978,1979,0.86,0.69,False
Heaven Can Wait,Warren Beatty,ACTOR IN A LEADING ROLE,1978,1979,0.86,0.69,False
The Buddy Holly Story,Gary Busey,ACTOR IN A LEADING ROLE,1978,1979,1,0.77,False
The Deer Hunter,Robert De Niro,ACTOR IN A LEADING ROLE,1978,1979,0.86,0.91,False
The Deer Hunter,Robert De Niro,ACTOR IN A LEADING ROLE,1978,1979,0.86,0.91,False
The Deer Hunter,Robert De Niro,ACTOR IN A LEADING ROLE,1978,1979,0.86,0.91,False
The Deer Hunter,Robert De Niro,ACTOR IN A LEADING ROLE,1978,1979,0.86,0.91,False
Coming Home,Jon Voight,ACTOR IN A LEADING ROLE,1978,1979,0.83,0.83,True
Coming Home,Bruce Dern,ACTOR IN A SUPPORTING ROLE,1978,1979,0.83,0.83,False
Comes a Horseman,Richard Farnsworth,ACTOR IN A SUPPORTING ROLE,1978,1979,0.67,0.54,False
Midnight Express,John Hurt,ACTOR IN A SUPPORTING ROLE,1978,1979,0.9,0.88,False
The Deer Hunter,Christopher Walken,ACTOR IN A SUPPORTING ROLE,1978,1979,0.86,0.91,True
The Deer Hunter,Christopher Walken,ACTOR IN A SUPPORTING ROLE,1978,1979,0.86,0.91,True
The Deer Hunter,Christopher Walken,ACTOR IN A SUPPORTING ROLE,1978,1979,0.86,0.91,True
The Deer Hunter,Christopher Walken,ACTOR IN A SUPPORTING ROLE,1978,1979,0.86,0.91,True
Heaven Can Wait,Jack Warden,ACTOR IN A SUPPORTING ROLE,1978,1979,0.86,0.69,False
Heaven Can Wait,Jack Warden,ACTOR IN A SUPPORTING ROLE,1978,1979,0.86,0.69,False
Autumn Sonata,Ingrid Bergman,ACTRESS IN A LEADING ROLE,1978,1979,0.85,0.92,False
"Same Time, Next Year",Ellen Burstyn,ACTRESS IN A LEADING ROLE,1978,1979,0.4,0.85,False
Coming Home,Jane Fonda,ACTRESS IN A LEADING ROLE,1978,1979,0.83,0.83,True
Interiors,Geraldine Page,ACTRESS IN A LEADING ROLE,1978,1979,0.78,0.79,False
Heaven Can Wait,Dyan Cannon,ACTRESS IN A SUPPORTING ROLE,1978,1979,0.86,0.69,False
Heaven Can Wait,Dyan Cannon,ACTRESS IN A SUPPORTING ROLE,1978,1979,0.86,0.69,False
Coming Home,Penelope Milford,ACTRESS IN A SUPPORTING ROLE,1978,1979,0.83,0.83,False
California Suite,Maggie Smith,ACTRESS IN A SUPPORTING ROLE,1978,1979,0.48,0.45,True
Interiors,Maureen Stapleton,ACTRESS IN A SUPPORTING ROLE,1978,1979,0.78,0.79,False
The Deer Hunter,Meryl Streep,ACTRESS IN A SUPPORTING ROLE,1978,1979,0.86,0.91,False
The Deer Hunter,Meryl Streep,ACTRESS IN A SUPPORTING ROLE,1978,1979,0.86,0.91,False
The Deer Hunter,Meryl Streep,ACTRESS IN A SUPPORTING ROLE,1978,1979,0.86,0.91,False
The Deer Hunter,Meryl Streep,ACTRESS IN A SUPPORTING ROLE,1978,1979,0.86,0.91,False
The Brink's Job,"Art Direction:  Dean Tavoularis, Angelo Graham;  Set Decoration:  George R. Nelson, Bruce Kay",ART DIRECTION,1978,1979,0.7,0.56,False
The Brink's Job,"Art Direction:  Dean Tavoularis, Angelo Graham;  Set Decoration:  George R. Nelson, Bruce Kay",ART DIRECTION,1978,1979,0.7,0.56,False
California Suite,Art Direction:  Albert Brenner;  Set Decoration:  Marvin March,ART DIRECTION,1978,1979,0.48,0.45,False
Heaven Can Wait,"Art Direction:  Paul Sylbert, Edwin O'Donovan;  Set Decoration:  George Gaines",ART DIRECTION,1978,1979,0.86,0.69,True
Heaven Can Wait,"Art Direction:  Paul Sylbert, Edwin O'Donovan;  Set Decoration:  George Gaines",ART DIRECTION,1978,1979,0.86,0.69,True
Interiors,Art Direction:  Mel Bourne;  Set Decoration:  Daniel Robert,ART DIRECTION,1978,1979,0.78,0.79,False
The Wiz,"Art Direction:  Tony Walton, Philip Rosenberg;  Set Decoration:  Edward Stewart, Robert Drumheller",ART DIRECTION,1978,1979,0.44,0.65,False
