Film,Name,Category,Year_Film,Year_Ceremony,Critic_Score,Audience_Score,Winner
The Exorcist,William Friedkin,DIRECTING,1973,1974,0.78,0.87,False
The Exorcist,William Friedkin,DIRECTING,1973,1974,0.78,0.87,False
Last Tango in Paris,Bernardo Bertolucci,DIRECTING,1973,1974,0.82,0.75,False
Last Tango in Paris,Bernardo Bertolucci,DIRECTING,1973,1974,0.82,0.75,False
Last Tango in Paris,Bernardo Bertolucci,DIRECTING,1973,1974,0.82,0.75,False
American Graffiti,"Verna Fields, Marcia Lucas",FILM EDITING,1973,1974,0.95,0.84,False
American Graffiti,"Verna Fields, Marcia Lucas",FILM EDITING,1973,1974,0.95,0.84,False
American Graffiti,"Verna Fields, Marcia Lucas",FILM EDITING,1973,1974,0.95,0.84,False
The Day of the Jackal,Ralph Kemplen,FILM EDITING,1973,1974,0.91,0.88,False
The Exorcist,"Jordan Leondopoulos, Bud Smith, Evan Lottman, Norman Gay",FILM EDITING,1973,1974,0.78,0.87,False
The Exorcist,"Jordan Leondopoulos, Bud Smith, Evan Lottman, Norman Gay",FILM EDITING,1973,1974,0.78,0.87,False
The Exorcist,"Jordan Leondopoulos, Bud Smith, Evan Lottman, Norman Gay",FILM EDITING,1973,1974,0.78,0.87,False
The Exorcist,"Jordan Leondopoulos, Bud Smith, Evan Lottman, Norman Gay",FILM EDITING,1973,1974,0.78,0.87,False
The Exorcist,"Jordan Leondopoulos, Bud Smith, Evan Lottman, Norman Gay",FILM EDITING,1973,1974,0.78,0.87,False
The Exorcist,"Jordan Leondopoulos, Bud Smith, Evan Lottman, Norman Gay",FILM EDITING,1973,1974,0.78,0.87,False
Jonathan Livingston Seagull,"Frank P. Keller, James Galloway",FILM EDITING,1973,1974,0.08,0.61,False
Day for Night,France,FOREIGN LANGUAGE FILM,1973,1974,0.98,0.91,True
Turkish Delight,The Netherlands,FOREIGN LANGUAGE FILM,1973,1974,0.86,0.8,False
Cinderella Liberty,John Williams,MUSIC (Original Dramatic Score),1973,1974,0.56,0.62,False
The Day of the Dolphin,Georges Delerue,MUSIC (Original Dramatic Score),1973,1974,0.43,0.41,False
Papillon,Jerry Goldsmith,MUSIC (Original Dramatic Score),1973,1974,0.72,0.9,False
Papillon,Jerry Goldsmith,MUSIC (Original Dramatic Score),1973,1974,0.72,0.9,False
Papillon,Jerry Goldsmith,MUSIC (Original Dramatic Score),1973,1974,0.72,0.9,False
The Way We Were,Marvin Hamlisch,MUSIC (Original Dramatic Score),1973,1974,0.64,0.81,True
The Way We Were,Marvin Hamlisch,MUSIC (Original Dramatic Score),1973,1974,0.64,0.81,True
The Way We Were,Marvin Hamlisch,MUSIC (Original Dramatic Score),1973,1974,0.64,0.81,True
The Way We Were,Marvin Hamlisch,MUSIC (Original Dramatic Score),1973,1974,0.64,0.81,True
Live and Let Die,Music and Lyrics by Paul McCartney and Linda McCartney,MUSIC (Song),1973,1974,0.67,0.64,False
Live and Let Die,Music and Lyrics by Paul McCartney and Linda McCartney,MUSIC (Song),1973,1974,0.67,0.64,False
Cinderella Liberty,Music by John Williams; Lyrics by Paul Williams,MUSIC (Song),1973,1974,0.56,0.62,False
The Way We Were,Music by Marvin Hamlisch; Lyrics by Alan Bergman and Marilyn Bergman,MUSIC (Song),1973,1974,0.64,0.81,True
The Way We Were,Music by Marvin Hamlisch; Lyrics by Alan Bergman and Marilyn Bergman,MUSIC (Song),1973,1974,0.64,0.81,True
The Way We Were,Music by Marvin Hamlisch; Lyrics by Alan Bergman and Marilyn Bergman,MUSIC (Song),1973,1974,0.64,0.81,True
The Way We Were,Music by Marvin Hamlisch; Lyrics by Alan Bergman and Marilyn Bergman,MUSIC (Song),1973,1974,0.64,0.81,True
American Graffiti,"Francis Ford Coppola, Producer;  Gary Kurtz, Co-Producer",BEST PICTURE,1973,1974,0.95,0.84,False
American Graffiti,"Francis Ford Coppola, Producer;  Gary Kurtz, Co-Producer",BEST PICTURE,1973,1974,0.95,0.84,False
American Graffiti,"Francis Ford Coppola, Producer;  Gary Kurtz, Co-Producer",BEST PICTURE,1973,1974,0.95,0.84,False
The Exorcist,"William Peter Blatty, Producer",BEST PICTURE,1973,1974,0.78,0.87,False
The Exorcist,"William Peter Blatty, Producer",BEST PICTURE,1973,1974,0.78,0.87,False
The Exorcist,"William Peter Blatty, Producer",BEST PICTURE,1973,1974,0.78,0.87,False
The Exorcist,"William Peter Blatty, Producer",BEST PICTURE,1973,1974,0.78,0.87,False
The Exorcist,"William Peter Blatty, Producer",BEST PICTURE,1973,1974,0.78,0.87,False
The Exorcist,"William Peter Blatty, Producer",BEST PICTURE,1973,1974,0.78,0.87,False
The Day of the Dolphin,"Richard Portman, Lawrence O. Jost",SOUND,1973,1974,0.43,0.41,False
The Exorcist,"Robert Knudson, Chris Newman",SOUND,1973,1974,0.78,0.87,True
The Exorcist,"Robert Knudson, Chris Newman",SOUND,1973,1974,0.78,0.87,True
The Exorcist,"Robert Knudson, Chris Newman",SOUND,1973,1974,0.78,0.87,True
The Exorcist,"Robert Knudson, Chris Newman",SOUND,1973,1974,0.78,0.87,True
The Exorcist,"Robert Knudson, Chris Newman",SOUND,1973,1974,0.78,0.87,True
The Exorcist,"Robert Knudson, Chris Newman",SOUND,1973,1974,0.78,0.87,True
The Paper Chase,"Donald O. Mitchell, Lawrence O. Jost",SOUND,1973,1974,0.81,0.72,False
Paper Moon,"Richard Portman, Les Fresholtz",SOUND,1973,1974,0.9,0.94,False
Paper Moon,"Richard Portman, Les Fresholtz",SOUND,1973,1974,0.9,0.94,False
The Exorcist,William Peter Blatty,WRITING (Screenplay--based on material from another medium),1973,1974,0.78,0.87,True
The Exorcist,William Peter Blatty,WRITING (Screenplay--based on material from another medium),1973,1974,0.78,0.87,True
The Exorcist,William Peter Blatty,WRITING (Screenplay--based on material from another medium),1973,1974,0.78,0.87,True
The Exorcist,William Peter Blatty,WRITING (Screenplay--based on material from another medium),1973,1974,0.78,0.87,True
The Exorcist,William Peter Blatty,WRITING (Screenplay--based on material from another medium),1973,1974,0.78,0.87,True
The Exorcist,William Peter Blatty,WRITING (Screenplay--based on material from another medium),1973,1974,0.78,0.87,True
The Last Detail,Robert Towne,WRITING (Screenplay--based on material from another medium),1973,1974,0.87,0.87,False
The Paper Chase,James Bridges,WRITING (Screenplay--based on material from another medium),1973,1974,0.81,0.72,False
Paper Moon,Alvin Sargent,WRITING (Screenplay--based on material from another medium),1973,1974,0.9,0.94,False
Paper Moon,Alvin Sargent,WRITING (Screenplay--based on material from another medium),1973,1974,0.9,0.94,False
Serpico,"Waldo Salt, Norman Wexler",WRITING (Screenplay--based on material from another medium),1973,1974,0.93,0.88,False
Serpico,"Waldo Salt, Norman Wexler",WRITING (Screenplay--based on material from another medium),1973,1974,0.93,0.88,False
American Graffiti,"George Lucas, Gloria Katz, Willard Huyck",WRITING (Story and Screenplay--based on factual material or material not previously published or produced),1973,1974,0.95,0.84,False
American Graffiti,"George Lucas, Gloria Katz, Willard Huyck",WRITING (Story and Screenplay--based on factual material or material not previously published or produced),1973,1974,0.95,0.84,False
American Graffiti,"George Lucas, Gloria Katz, Willard Huyck",WRITING (Story and Screenplay--based on factual material or material not previously published or produced),1973,1974,0.95,0.84,False
Save the Tiger,Steve Shagan,WRITING (Story and Screenplay--based on factual material or material not previously published or produced),1973,1974,0.86,0.74,False
Harry and Tonto,Art Carney,ACTOR,1974,1975,0.88,0.81,True
Murder on the Orient Express,Albert Finney,ACTOR,1974,1975,0.9,0.78,False
Murder on the Orient Express,Albert Finney,ACTOR,1974,1975,0.9,0.78,False
Murder on the Orient Express,Albert Finney,ACTOR,1974,1975,0.9,0.78,False
Lenny,Dustin Hoffman,ACTOR,1974,1975,0.87,0.88,False
Chinatown,Jack Nicholson,ACTOR,1974,1975,0.98,0.93,False
The Towering Inferno,Fred Astaire,ACTOR IN A SUPPORTING ROLE,1974,1975,0.68,0.72,False
The Towering Inferno,Fred Astaire,ACTOR IN A SUPPORTING ROLE,1974,1975,0.68,0.72,False
Thunderbolt and Lightfoot,Jeff Bridges,ACTOR IN A SUPPORTING ROLE,1974,1975,0.89,0.73,False
Alice Doesn't Live Here Anymore,Ellen Burstyn,ACTRESS,1974,1975,0.92,0.81,True
Claudine,Diahann Carroll,ACTRESS,1974,1975,0.67,0.91,False
Chinatown,Faye Dunaway,ACTRESS,1974,1975,0.98,0.93,False
Lenny,Valerie Perrine,ACTRESS,1974,1975,0.87,0.88,False
Murder on the Orient Express,Ingrid Bergman,ACTRESS IN A SUPPORTING ROLE,1974,1975,0.9,0.78,True
Murder on the Orient Express,Ingrid Bergman,ACTRESS IN A SUPPORTING ROLE,1974,1975,0.9,0.78,True
Murder on the Orient Express,Ingrid Bergman,ACTRESS IN A SUPPORTING ROLE,1974,1975,0.9,0.78,True
Day for Night,Valentina Cortese,ACTRESS IN A SUPPORTING ROLE,1974,1975,0.98,0.91,False
Blazing Saddles,Madeline Kahn,ACTRESS IN A SUPPORTING ROLE,1974,1975,0.89,0.91,False
Blazing Saddles,Madeline Kahn,ACTRESS IN A SUPPORTING ROLE,1974,1975,0.89,0.91,False
Alice Doesn't Live Here Anymore,Diane Ladd,ACTRESS IN A SUPPORTING ROLE,1974,1975,0.92,0.81,False
Chinatown,"Art Direction:  Richard Sylbert, W. Stewart Campbell;  Set Decoration:  Ruby Levitt",ART DIRECTION,1974,1975,0.98,0.93,False
Earthquake,"Art Direction:  Alexander Golitzen, E. Preston Ames;  Set Decoration:  Frank McKelvy",ART DIRECTION,1974,1975,0.44,0.36,False
Earthquake,"Art Direction:  Alexander Golitzen, E. Preston Ames;  Set Decoration:  Frank McKelvy",ART DIRECTION,1974,1975,0.44,0.36,False
The Island at the Top of the World,"Art Direction:  Peter Ellenshaw, John B. Mansbridge, Walter Tyler, Al Roelofs;  Set Decoration:  Hal Gausman",ART DIRECTION,1974,1975,0.5,0.47,False
The Island at the Top of the World,"Art Direction:  Peter Ellenshaw, John B. Mansbridge, Walter Tyler, Al Roelofs;  Set Decoration:  Hal Gausman",ART DIRECTION,1974,1975,0.5,0.47,False
The Towering Inferno,"Art Direction:  William Creber, Ward Preston;  Set Decoration:  Raphael Bretton",ART DIRECTION,1974,1975,0.68,0.72,False
The Towering Inferno,"Art Direction:  William Creber, Ward Preston;  Set Decoration:  Raphael Bretton",ART DIRECTION,1974,1975,0.68,0.72,False
Chinatown,John A. Alonzo,CINEMATOGRAPHY,1974,1975,0.98,0.93,False
Earthquake,Philip Lathrop,CINEMATOGRAPHY,1974,1975,0.44,0.36,False
Earthquake,Philip Lathrop,CINEMATOGRAPHY,1974,1975,0.44,0.36,False
Lenny,Bruce Surtees,CINEMATOGRAPHY,1974,1975,0.87,0.88,False
Murder on the Orient Express,Geoffrey Unsworth,CINEMATOGRAPHY,1974,1975,0.9,0.78,False
Murder on the Orient Express,Geoffrey Unsworth,CINEMATOGRAPHY,1974,1975,0.9,0.78,False
Murder on the Orient Express,Geoffrey Unsworth,CINEMATOGRAPHY,1974,1975,0.9,0.78,False
The Towering Inferno,"Fred Koenekamp, Joseph Biroc",CINEMATOGRAPHY,1974,1975,0.68,0.72,True
The Towering Inferno,"Fred Koenekamp, Joseph Biroc",CINEMATOGRAPHY,1974,1975,0.68,0.72,True
Chinatown,Anthea Sylbert,COSTUME DESIGN,1974,1975,0.98,0.93,False
Daisy Miller,John Furness,COSTUME DESIGN,1974,1975,0.69,0.32,False
Murder on the Orient Express,Tony Walton,COSTUME DESIGN,1974,1975,0.9,0.78,False
Murder on the Orient Express,Tony Walton,COSTUME DESIGN,1974,1975,0.9,0.78,False
Murder on the Orient Express,Tony Walton,COSTUME DESIGN,1974,1975,0.9,0.78,False
Chinatown,Roman Polanski,DIRECTING,1974,1975,0.98,0.93,False
Day for Night,Francois Truffaut,DIRECTING,1974,1975,0.98,0.91,False
Lenny,Bob Fosse,DIRECTING,1974,1975,0.87,0.88,False
Hearts and Minds,"Peter Davis and Bert Schneider, Producers",DOCUMENTARY (Feature),1974,1975,0.91,0.9,True
Blazing Saddles,"John C. Howard, Danford Greene",FILM EDITING,1974,1975,0.89,0.91,False
Blazing Saddles,"John C. Howard, Danford Greene",FILM EDITING,1974,1975,0.89,0.91,False
Chinatown,Sam O'Steen,FILM EDITING,1974,1975,0.98,0.93,False
Earthquake,Dorothy Spencer,FILM EDITING,1974,1975,0.44,0.36,False
Earthquake,Dorothy Spencer,FILM EDITING,1974,1975,0.44,0.36,False
The Longest Yard,Michael Luciano,FILM EDITING,1974,1975,0.31,0.62,False
The Longest Yard,Michael Luciano,FILM EDITING,1974,1975,0.31,0.62,False
The Longest Yard,Michael Luciano,FILM EDITING,1974,1975,0.31,0.62,False
The Longest Yard,Michael Luciano,FILM EDITING,1974,1975,0.31,0.62,False
The Longest Yard,Michael Luciano,FILM EDITING,1974,1975,0.31,0.62,False
The Longest Yard,Michael Luciano,FILM EDITING,1974,1975,0.31,0.62,False
The Towering Inferno,"Harold F. Kress, Carl Kress",FILM EDITING,1974,1975,0.68,0.72,True
The Towering Inferno,"Harold F. Kress, Carl Kress",FILM EDITING,1974,1975,0.68,0.72,True
Amarcord,Italy,FOREIGN LANGUAGE FILM,1974,1975,0.87,0.9,True
The Truce,Argentina,FOREIGN LANGUAGE FILM,1974,1975,0.53,0.53,False
Chinatown,Jerry Goldsmith,MUSIC (Original Dramatic Score),1974,1975,0.98,0.93,False
Murder on the Orient Express,Richard Rodney Bennett,MUSIC (Original Dramatic Score),1974,1975,0.9,0.78,False
Murder on the Orient Express,Richard Rodney Bennett,MUSIC (Original Dramatic Score),1974,1975,0.9,0.78,False
Murder on the Orient Express,Richard Rodney Bennett,MUSIC (Original Dramatic Score),1974,1975,0.9,0.78,False
The Towering Inferno,John Williams,MUSIC (Original Dramatic Score),1974,1975,0.68,0.72,False
The Towering Inferno,John Williams,MUSIC (Original Dramatic Score),1974,1975,0.68,0.72,False
Phantom of the Paradise,Song Score by Paul Williams; Adaptation Score by Paul Williams and George Aliceson Tipton,MUSIC (Scoring: Original Song Score and Adaptation -or- Scoring: Adaptation),1974,1975,0.82,0.84,False
Benji,Music by Euel Box; Lyrics by Betty Box,MUSIC (Song),1974,1975,0.86,0.55,False
Blazing Saddles,Music by John Morris; Lyrics by Mel Brooks,MUSIC (Song),1974,1975,0.89,0.91,False
Blazing Saddles,Music by John Morris; Lyrics by Mel Brooks,MUSIC (Song),1974,1975,0.89,0.91,False
The Towering Inferno,Music and Lyrics by Al Kasha and Joel Hirschhorn,MUSIC (Song),1974,1975,0.68,0.72,True
The Towering Inferno,Music and Lyrics by Al Kasha and Joel Hirschhorn,MUSIC (Song),1974,1975,0.68,0.72,True
Chinatown,"Robert Evans, Producer",BEST PICTURE,1974,1975,0.98,0.93,False
The Conversation,"Francis Ford Coppola, Producer;  Fred Roos, Co-Producer",BEST PICTURE,1974,1975,0.97,0.89,False
The Conversation,"Francis Ford Coppola, Producer;  Fred Roos, Co-Producer",BEST PICTURE,1974,1975,0.97,0.89,False
Lenny,"Marvin Worth, Producer",BEST PICTURE,1974,1975,0.87,0.88,False
The Towering Inferno,"Irwin Allen, Producer",BEST PICTURE,1974,1975,0.68,0.72,False
The Towering Inferno,"Irwin Allen, Producer",BEST PICTURE,1974,1975,0.68,0.72,False
Chinatown,"Bud Grenzbach, Larry Jost",SOUND,1974,1975,0.98,0.93,False
The Conversation,"Walter Murch, Arthur Rochester",SOUND,1974,1975,0.97,0.89,False
The Conversation,"Walter Murch, Arthur Rochester",SOUND,1974,1975,0.97,0.89,False
Earthquake,"Ronald Pierce, Melvin Metcalfe, Sr.",SOUND,1974,1975,0.44,0.36,True
Earthquake,"Ronald Pierce, Melvin Metcalfe, Sr.",SOUND,1974,1975,0.44,0.36,True
The Towering Inferno,"Theodore Soderberg, Herman Lewis",SOUND,1974,1975,0.68,0.72,False
The Towering Inferno,"Theodore Soderberg, Herman Lewis",SOUND,1974,1975,0.68,0.72,False
Young Frankenstein,"Richard Portman, Gene Cantamessa",SOUND,1974,1975,0.95,0.92,False
Young Frankenstein,"Richard Portman, Gene Cantamessa",SOUND,1974,1975,0.95,0.92,False
Alice Doesn't Live Here Anymore,Robert Getchell,WRITING (Original Screenplay),1974,1975,0.92,0.81,False
Chinatown,Robert Towne,WRITING (Original Screenplay),1974,1975,0.98,0.93,True
The Conversation,Francis Ford Coppola,WRITING (Original Screenplay),1974,1975,0.97,0.89,False
The Conversation,Francis Ford Coppola,WRITING (Original Screenplay),1974,1975,0.97,0.89,False
Day for Night,"Francois Truffaut, Jean-Louis Richard, Suzanne Schiffman",WRITING (Original Screenplay),1974,1975,0.98,0.91,False
Harry and Tonto,"Paul Mazursky, Josh Greenfeld",WRITING (Original Screenplay),1974,1975,0.88,0.81,False
The Apprenticeship of Duddy Kravitz,Screenplay by Mordecai Richler;  Adaptation by Lionel Chetwynd,WRITING (Screenplay Adapted from Other Material),1974,1975,0.93,0.73,False
Lenny,Julian Barry,WRITING (Screenplay Adapted from Other Material),1974,1975,0.87,0.88,False
Murder on the Orient Express,Paul Dehn,WRITING (Screenplay Adapted from Other Material),1974,1975,0.9,0.78,False
Murder on the Orient Express,Paul Dehn,WRITING (Screenplay Adapted from Other Material),1974,1975,0.9,0.78,False
Murder on the Orient Express,Paul Dehn,WRITING (Screenplay Adapted from Other Material),1974,1975,0.9,0.78,False
Young Frankenstein,"Gene Wilder, Mel Brooks",WRITING (Screenplay Adapted from Other Material),1974,1975,0.95,0.92,False
Young Frankenstein,"Gene Wilder, Mel Brooks",WRITING (Screenplay Adapted from Other Material),1974,1975,0.95,0.92,False
Earthquake,"Frank Brendel, Glen Robinson, Albert Whitlock",SPECIAL ACHIEVEMENT AWARD (Visual Effects),1974,1975,0.44,0.36,True
Earthquake,"Frank Brendel, Glen Robinson, Albert Whitlock",SPECIAL ACHIEVEMENT AWARD (Visual Effects),1974,1975,0.44,0.36,True
The Sunshine Boys,Walter Matthau,ACTOR,1975,1976,0.71,0.72,False
The Sunshine Boys,Walter Matthau,ACTOR,1975,1976,0.71,0.72,False
Dog Day Afternoon,Al Pacino,ACTOR,1975,1976,0.96,0.9,False
Dog Day Afternoon,Al Pacino,ACTOR,1975,1976,0.96,0.9,False
The Man in the Glass Booth,Maximilian Schell,ACTOR,1975,1976,0.8,0.73,False
The Sunshine Boys,George Burns,ACTOR IN A SUPPORTING ROLE,1975,1976,0.71,0.72,True
The Sunshine Boys,George Burns,ACTOR IN A SUPPORTING ROLE,1975,1976,0.71,0.72,True
The Day of the Locust,Burgess Meredith,ACTOR IN A SUPPORTING ROLE,1975,1976,0.63,0.76,False
Dog Day Afternoon,Chris Sarandon,ACTOR IN A SUPPORTING ROLE,1975,1976,0.96,0.9,False
Dog Day Afternoon,Chris Sarandon,ACTOR IN A SUPPORTING ROLE,1975,1976,0.96,0.9,False
Shampoo,Jack Warden,ACTOR IN A SUPPORTING ROLE,1975,1976,0.68,0.56,False
Shampoo,Jack Warden,ACTOR IN A SUPPORTING ROLE,1975,1976,0.68,0.56,False
Hester Street,Carol Kane,ACTRESS,1975,1976,0.79,0.68,False
Nashville,Ronee Blakley,ACTRESS IN A SUPPORTING ROLE,1975,1976,0.89,0.84,False
Shampoo,Lee Grant,ACTRESS IN A SUPPORTING ROLE,1975,1976,0.68,0.56,True
Shampoo,Lee Grant,ACTRESS IN A SUPPORTING ROLE,1975,1976,0.68,0.56,True
Nashville,Lily Tomlin,ACTRESS IN A SUPPORTING ROLE,1975,1976,0.89,0.84,False
Barry Lyndon,"Art Direction:  Ken Adam, Roy Walker;  Set Decoration:  Vernon Dixon",ART DIRECTION,1975,1976,0.87,0.92,True
The Man Who Would Be King,"Art Direction:  Alexander Trauner, Tony Inglis;  Set Decoration:  Peter James",ART DIRECTION,1975,1976,0.97,0.9,False
Shampoo,"Art Direction:  Richard Sylbert, W. Stewart Campbell;  Set Decoration:  George Gaines",ART DIRECTION,1975,1976,0.68,0.56,False
Shampoo,"Art Direction:  Richard Sylbert, W. Stewart Campbell;  Set Decoration:  George Gaines",ART DIRECTION,1975,1976,0.68,0.56,False
The Sunshine Boys,Art Direction:  Albert Brenner;  Set Decoration:  Marvin March,ART DIRECTION,1975,1976,0.71,0.72,False
The Sunshine Boys,Art Direction:  Albert Brenner;  Set Decoration:  Marvin March,ART DIRECTION,1975,1976,0.71,0.72,False
Barry Lyndon,John Alcott,CINEMATOGRAPHY,1975,1976,0.87,0.92,True
The Day of the Locust,Conrad Hall,CINEMATOGRAPHY,1975,1976,0.63,0.76,False
Funny Lady,James Wong Howe,CINEMATOGRAPHY,1975,1976,0.3,0.55,False
Funny Lady,James Wong Howe,CINEMATOGRAPHY,1975,1976,0.3,0.55,False
Barry Lyndon,"Ulla-Britt Soderlund, Milena Canonero",COSTUME DESIGN,1975,1976,0.87,0.92,True
The Four Musketeers,"Yvonne Blake, Ron Talsky",COSTUME DESIGN,1975,1976,0.77,0.74,False
Funny Lady,"Ray Aghayan, Bob Mackie",COSTUME DESIGN,1975,1976,0.3,0.55,False
Funny Lady,"Ray Aghayan, Bob Mackie",COSTUME DESIGN,1975,1976,0.3,0.55,False
The Man Who Would Be King,Edith Head,COSTUME DESIGN,1975,1976,0.97,0.9,False
Amarcord,Federico Fellini,DIRECTING,1975,1976,0.87,0.9,False
Barry Lyndon,Stanley Kubrick,DIRECTING,1975,1976,0.87,0.92,False
Dog Day Afternoon,Sidney Lumet,DIRECTING,1975,1976,0.96,0.9,False
Dog Day Afternoon,Sidney Lumet,DIRECTING,1975,1976,0.96,0.9,False
Nashville,Robert Altman,DIRECTING,1975,1976,0.89,0.84,False
Dog Day Afternoon,Dede Allen,FILM EDITING,1975,1976,0.96,0.9,False
Dog Day Afternoon,Dede Allen,FILM EDITING,1975,1976,0.96,0.9,False
Jaws,Verna Fields,FILM EDITING,1975,1976,0.97,0.9,True
Jaws,Verna Fields,FILM EDITING,1975,1976,0.97,0.9,True
Jaws,Verna Fields,FILM EDITING,1975,1976,0.97,0.9,True
The Man Who Would Be King,Russell Lloyd,FILM EDITING,1975,1976,0.97,0.9,False
Three Days of the Condor,"Fredric Steinkamp, Don Guidice",FILM EDITING,1975,1976,0.87,0.82,False
Three Days of the Condor,"Fredric Steinkamp, Don Guidice",FILM EDITING,1975,1976,0.87,0.82,False
Dersu Uzala,Union of Soviet Socialist Republics,FOREIGN LANGUAGE FILM,1975,1976,0.73,0.94,True
Bite the Bullet,Alex North,MUSIC (Original Score),1975,1976,0.73,0.54,False
Jaws,John Williams,MUSIC (Original Score),1975,1976,0.97,0.9,True
Jaws,John Williams,MUSIC (Original Score),1975,1976,0.97,0.9,True
Jaws,John Williams,MUSIC (Original Score),1975,1976,0.97,0.9,True
The Wind and the Lion,Jerry Goldsmith,MUSIC (Original Score),1975,1976,0.63,0.69,False
The Wind and the Lion,Jerry Goldsmith,MUSIC (Original Score),1975,1976,0.63,0.69,False
Barry Lyndon,Adaptation Score by Leonard Rosenman,MUSIC (Scoring: Original Song Score and Adaptation -or- Scoring: Adaptation),1975,1976,0.87,0.92,True
Funny Lady,Adaptation Score by Peter Matz,MUSIC (Scoring: Original Song Score and Adaptation -or- Scoring: Adaptation),1975,1976,0.3,0.55,False
Funny Lady,Adaptation Score by Peter Matz,MUSIC (Scoring: Original Song Score and Adaptation -or- Scoring: Adaptation),1975,1976,0.3,0.55,False
Funny Lady,Music and Lyrics by Fred Ebb and John Kander,MUSIC (Original Song),1975,1976,0.3,0.55,False
Funny Lady,Music and Lyrics by Fred Ebb and John Kander,MUSIC (Original Song),1975,1976,0.3,0.55,False
Nashville,Music and Lyrics by Keith Carradine,MUSIC (Original Song),1975,1976,0.89,0.84,True
Mahogany,Music by Michael Masser; Lyrics by Gerry Goffin,MUSIC (Original Song),1975,1976,0.29,0.75,False
Barry Lyndon,"Stanley Kubrick, Producer",BEST PICTURE,1975,1976,0.87,0.92,False
Dog Day Afternoon,"Martin Bregman and Martin Elfand, Producers",BEST PICTURE,1975,1976,0.96,0.9,False
Dog Day Afternoon,"Martin Bregman and Martin Elfand, Producers",BEST PICTURE,1975,1976,0.96,0.9,False
Jaws,"Richard D. Zanuck and David Brown, Producers",BEST PICTURE,1975,1976,0.97,0.9,False
Jaws,"Richard D. Zanuck and David Brown, Producers",BEST PICTURE,1975,1976,0.97,0.9,False
Jaws,"Richard D. Zanuck and David Brown, Producers",BEST PICTURE,1975,1976,0.97,0.9,False
Nashville,"Robert Altman, Producer",BEST PICTURE,1975,1976,0.89,0.84,False
Bite the Bullet,"Arthur Piantadosi, Les Fresholtz, Richard Tyler, Al Overton, Jr.",SOUND,1975,1976,0.73,0.54,False
Funny Lady,"Richard Portman, Don MacDougall, Curly Thirlwell, Jack Solomon",SOUND,1975,1976,0.3,0.55,False
Funny Lady,"Richard Portman, Don MacDougall, Curly Thirlwell, Jack Solomon",SOUND,1975,1976,0.3,0.55,False
Jaws,"Robert L. Hoyt, Roger Heman, Earl Madery, John Carter",SOUND,1975,1976,0.97,0.9,True
Jaws,"Robert L. Hoyt, Roger Heman, Earl Madery, John Carter",SOUND,1975,1976,0.97,0.9,True
Jaws,"Robert L. Hoyt, Roger Heman, Earl Madery, John Carter",SOUND,1975,1976,0.97,0.9,True
The Wind and the Lion,"Harry W. Tetrick, Aaron Rochin, William McCaughey, Roy Charman",SOUND,1975,1976,0.63,0.69,False
The Wind and the Lion,"Harry W. Tetrick, Aaron Rochin, William McCaughey, Roy Charman",SOUND,1975,1976,0.63,0.69,False
Amarcord,"Federico Fellini, Tonino Guerra",WRITING (Original Screenplay),1975,1976,0.87,0.9,False
Dog Day Afternoon,Frank Pierson,WRITING (Original Screenplay),1975,1976,0.96,0.9,True
Dog Day Afternoon,Frank Pierson,WRITING (Original Screenplay),1975,1976,0.96,0.9,True
Shampoo,"Robert Towne, Warren Beatty",WRITING (Original Screenplay),1975,1976,0.68,0.56,False
Shampoo,"Robert Towne, Warren Beatty",WRITING (Original Screenplay),1975,1976,0.68,0.56,False
Barry Lyndon,Stanley Kubrick,WRITING (Screenplay Adapted from Other Material),1975,1976,0.87,0.92,False
The Man Who Would Be King,"John Huston, Gladys Hill",WRITING (Screenplay Adapted from Other Material),1975,1976,0.97,0.9,False
The Sunshine Boys,Neil Simon,WRITING (Screenplay Adapted from Other Material),1975,1976,0.71,0.72,False
The Sunshine Boys,Neil Simon,WRITING (Screenplay Adapted from Other Material),1975,1976,0.71,0.72,False
Taxi Driver,Robert De Niro,ACTOR IN A LEADING ROLE,1976,1977,0.89,0.93,False
Network,Peter Finch,ACTOR IN A LEADING ROLE,1976,1977,0.91,0.93,True
Seven Beauties,Giancarlo Giannini,ACTOR IN A LEADING ROLE,1976,1977,0.67,0.88,False
Network,William Holden,ACTOR IN A LEADING ROLE,1976,1977,0.91,0.93,False
Network,Ned Beatty,ACTOR IN A SUPPORTING ROLE,1976,1977,0.91,0.93,False
Marathon Man,Laurence Olivier,ACTOR IN A SUPPORTING ROLE,1976,1977,0.81,0.81,False
All the President's Men,Jason Robards,ACTOR IN A SUPPORTING ROLE,1976,1977,0.94,0.92,True
All the President's Men,Jason Robards,ACTOR IN A SUPPORTING ROLE,1976,1977,0.94,0.92,True
Network,Faye Dunaway,ACTRESS IN A LEADING ROLE,1976,1977,0.91,0.93,True
Carrie,Sissy Spacek,ACTRESS IN A LEADING ROLE,1976,1977,0.5,0.44,False
Carrie,Sissy Spacek,ACTRESS IN A LEADING ROLE,1976,1977,0.5,0.44,False
All the President's Men,Jane Alexander,ACTRESS IN A SUPPORTING ROLE,1976,1977,0.94,0.92,False
All the President's Men,Jane Alexander,ACTRESS IN A SUPPORTING ROLE,1976,1977,0.94,0.92,False
