ID,Year,Category,Nominee,Staff,Company,Producer,Win
4115,2013,Outstanding Music Composition For A Series (Original Dramatic Score),Last Resort,"Robert Duncan, ",ABC,"Middkid Productions, Big Sun Productions in association with Sony Pictures Television",FALSE
4116,2013,Outstanding Music Composition For A Series (Original Dramatic Score),Mr Selfridge (Masterpiece),"Charlie Mole, ",PBS,"ITV Studios, a co-production with Masterpiece",FALSE
4117,2013,Outstanding Music Composition For A Series (Original Dramatic Score),Downton Abbey,"John Lunn, ",PBS,A Carnival / Masterpiece Co-Production,TRUE
4118,2013,Outstanding Music Composition For A Series (Original Dramatic Score),The Borgias,"Trevor Morris, ",Showtime,Showtime Presents in association with Take 5 Productions and Octagon Films,FALSE
4119,2013,Outstanding Music Composition For A Series (Original Dramatic Score),House of Cards,"Jeff Beal, ",Netflix,"Donen/Fincher/Roth and Trigger Street Productions, Inc. in association with Media Rights Capital for Netflix",FALSE
4120,2013,Outstanding Music Composition For A Series (Original Dramatic Score),Arrested Development,"David Schwartz, ",Netflix,Produced by Imagine TV and 20th Century Fox Television for Netflix,FALSE
4121,2013,Outstanding Music Direction,Christmas In Washington,"Ian Fraser, Music Director",TNT,New Liberty Productions and The Stevens Co.,FALSE
4122,2013,Outstanding Music Direction,The Kennedy Center Honors,"Rob Berman, ; Rob Mathes, ",CBS,A Stevens Company Production,FALSE
4123,2013,Outstanding Music Direction,The Oscars,"William Ross, ",ABC,Academy of Motion Picture Arts and Sciences,FALSE
4124,2013,Outstanding Music Direction,Rodgers & Hammerstein's Carousel (Live From Lincoln Center),"Rob Fisher, ",PBS,A Lincoln Center Media production,FALSE
4125,2013,Outstanding Music Direction,66th Annual Tony Awards,"Elliot Lawrence, ",CBS,White Cherry Entertainment in association with Tony Award Productions,TRUE
4126,2013,Outstanding Original Main Title Theme Music,The Americans,"Nathan W. Barr, ",FX Networks,Fox Television Studios and FX Productions,FALSE
4127,2013,Outstanding Original Main Title Theme Music,Elementary,"Sean Callery, ",CBS,"An Eye Productions, Inc. production in association with CBS Television Studios",FALSE
4128,2013,Outstanding Original Main Title Theme Music,House of Cards,"Jeff Beal, ",Netflix,"Donen/Fincher/Roth and Trigger Street Productions, Inc. in association with Media Rights Capital for Netflix",FALSE
4129,2013,Outstanding Original Main Title Theme Music,Da Vinci's Demons,"Bear McCreary, ",Starz,Starz and Adjacent Productions,TRUE
4130,2013,Outstanding Original Main Title Theme Music,Hemlock Grove,"Nathan W. Barr, ",Netflix,Produced by Gaumont International Television for Netflix,FALSE
4131,2013,Outstanding Original Main Title Theme Music,Copper,"Brian A. Keane, ",BBC America,A Cineflix Inc. production in association with BBC America,FALSE
4132,2013,Outstanding Original Music And Lyrics,Smash,"Marc Shaiman, ; Scott Wittman, ",NBC,Universal Television in association with DreamWorks Television,FALSE
4133,2013,Outstanding Original Music And Lyrics,The Neighbors,"Alan Menken, ; Glenn Slater, ",ABC,ABC Studios,FALSE
4134,2013,Outstanding Original Music And Lyrics,66th Annual Tony Awards,"Adam Schlesinger, ; David Javerbaum, ",CBS,White Cherry Entertainment in association with Tony Award Productions,TRUE
4135,2013,Outstanding Original Music And Lyrics,Smash,"Andrew McMahon, ",NBC,Universal Television in association with DreamWorks Television,FALSE
4136,2013,Outstanding Original Music And Lyrics,30 Rock,"Jeff Richmond, ; Tina Fey, ; Tracey Wigfield, ",NBC,"Broadway Video, Little Stranger, Inc. in association with Universal Media Studios",FALSE
4137,2013,Outstanding Original Music And Lyrics,Nashville,"Sarah Jane Buxton, ; Kate York, ",ABC,Lionsgate Television in association with ABC Studios,FALSE
4138,2013,Outstanding Picture Editing For Nonfiction Programming,Crossfire Hurricane,"Conor O'Neill, ; Stuart Levy, ",HBO,"Tremolo Productions, Milkwood Films, Eagle Rock Entertainment and the Rolling Stones in association with HBO Documentary Films",FALSE
4139,2013,Outstanding Picture Editing For Nonfiction Programming,Ethel,"Azin Samari, ",HBO,Moxie Firecracker Productions in association with HBO Documentary Films,FALSE
4140,2013,Outstanding Picture Editing For Nonfiction Programming,American Masters,"Asako Ushio, ; Robert Trachtenberg, ",PBS,A Production of American Masters for THIRTEEN,FALSE
4141,2013,Outstanding Picture Editing For Nonfiction Programming,Mea Maxima Culpa: Silence In The House Of God,"Sloane Klevin, ",HBO,"HBO Documentary Films in association with Jigsaw Productions, Wider Film Projects and Below The Radar Films",TRUE
4142,2013,Outstanding Picture Editing For Nonfiction Programming,Richard Pryor: Omit The Logic,"Chris A. Peterson, ",Showtime,"Showtime Presents in association with Fresh One Productions, Tarnished Angel, Inc. and Club 55 Productions",FALSE
4143,2013,Outstanding Picture Editing For Reality Programming,Deadliest Catch,"Josh Earl, ; Alex Durham, ; Rob Butler, ",Discovery Channel,"Original Productions, LLC, a FremantleMedia Company for the Discovery Channel",TRUE
4144,2013,Outstanding Picture Editing For Reality Programming,Project Runway,"Lisa P. Trulli, ; Emily Hsuan, ; Holly Howard Brink, ; John Patrick Nelson, ; Adrienne Salisbury, ; Ryan Mallick, ",Lifetime,"The Weinstein Company, Miramax Films, Bunim-Murray Productions and Full Picture",FALSE
4145,2013,Outstanding Picture Editing For Reality Programming,Survivor,"James M. Smith, ; Steve Frederick, ; Plowden Schumacher, ; David Armstrong, ; Evan Mediuch, ; Tim Atzinger, ; William Bowden, ",CBS,Mark Burnett Productions,FALSE
4146,2013,Outstanding Picture Editing For Reality Programming,The Amazing Race,"Eric Goldfarb, ; Julian Gomez, ; Andrew Kozar, ; Paul C. Nielsen, ; Michael Bolanowski, ; Jennifer Nelson, ; Jacob Parsons, ; Andy Castor, ",CBS,World Race Productions Inc.,FALSE
4147,2013,Outstanding Picture Editing For Reality Programming,Project Runway,"Janneke Dommisse, ; Adrienne Salisbury, ; Steve Brown, ; Ryan Mallick, ",Lifetime,"The Weinstein Company, Miramax Films, Bunim-Murray Productions and Full Picture",FALSE
4148,2013,Outstanding Picture Editing For Short-Form Segments And Variety Specials,The Colbert Report,"Jason Baker, ",Comedy Central,"Hello Doggie, Inc. with Busboy Productions and Spartina Productions",FALSE
4149,2013,Outstanding Picture Editing For Short-Form Segments And Variety Specials,Louis C.K.: Oh My God,"Louis C.K., ",HBO,"Pig Newton, Inc. in association with HBO Entertainment",FALSE
4150,2013,Outstanding Picture Editing For Short-Form Segments And Variety Specials,Saturday Night Live,"Adam Epstein, ",NBC,SNL Studios in association with Universal Television and Broadway Video,FALSE
4151,2013,Outstanding Picture Editing For Short-Form Segments And Variety Specials,London 2012 Olympic Games Opening Ceremony,"Sascha Dhillon, ",NBC,"NBC Universal, LLC",FALSE
4152,2013,Outstanding Picture Editing For Short-Form Segments And Variety Specials,The Daily Show With Jon Stewart,"Einar Westerlund, ",Comedy Central,"Central Productions, LLC",TRUE
4153,2013,"Outstanding Prosthetic Makeup For A Series, Miniseries, Movie Or A Special",American Horror Story: Asylum,"Eryn Krueger Mekash, ; Mike Mekash, ; Hiroshi Yada, ; Christopher Nelson, ; Kim Ayers, ; Silvina Knight, ; Christien Tinsley, ; Jason Hamer, ",FX Networks,20th Century Fox Television,FALSE
4154,2013,"Outstanding Prosthetic Makeup For A Series, Miniseries, Movie Or A Special",The Walking Dead,"Greg Nicotero, ; Jake Garber, ; Andy Schoneberg, ; Garrett Immel, ; Kevin Wasner, ; Gino Crognale, ; Carey Jones, ; Derek Krout, ",AMC,AMC Studios,FALSE
4155,2013,"Outstanding Prosthetic Makeup For A Series, Miniseries, Movie Or A Special",Behind the Candelabra,"Kate Biscoe, ; Hiroshi Yada, ; Jamie Kelman, ; Stephen Kelley, ; Chrissie Beveridge, ; Todd Kleitsch, ; Christien Tinsley, ",HBO,Jerry Weintraub Productions in association with HBO Films,TRUE
4156,2013,"Outstanding Prosthetic Makeup For A Series, Miniseries, Movie Or A Special",Game Of Thrones,"Paul Engelen, ; Conor O'Sullivan, ; Rob Trenton, ",HBO,"Bighead, Littlehead, 360 Television, Grok and Generator Productions in association with HBO Entertainment",FALSE
4157,2013,"Outstanding Prosthetic Makeup For A Series, Miniseries, Movie Or A Special",Saturday Night Live,"Louie Zakarian, ; Josh Turi, ; Tom Denier, ; Craig Lindberg, ",NBC,SNL Studios in association with Universal Television and Broadway Video,FALSE
4158,2013,Outstanding Reality Program,"Diners, Drive-Ins And Dives","Frank Matson, ; Kat Higgins, ; Tim McOsker, ",Food Network,Citizen Pictures,FALSE
4159,2013,Outstanding Reality Program,Antiques Roadshow,"Marsha Bemko, ; Sam Farrell, ",PBS,WGBH Educational Foundation,FALSE
4160,2013,Outstanding Reality Program,Deadliest Catch,"Thom Beers, ; Jeff Conroy, ; David Pritikin, ; John Gray, ; Sheila McCormack, ; Decker Watson, ; Sean Dash, ",Discovery Channel,"Original Productions, LLC, a FremantleMedia Company for the Discovery Channel",FALSE
4161,2013,Outstanding Reality Program,MythBusters,"Jamie Hyneman, ; Adam Savage, ; Dan Tapster, ; John Luscombe, ; Cameo Wallace, ; Lauren Williams, ; Steve Christiansen, ; Dennis Kwon, ; Linda Wolkovitch, ; Brian Dean, ",Discovery Channel,Beyond Productions PTY LTD for The Discovery Channel,FALSE
4162,2013,Outstanding Reality Program,Shark Tank,"Mark Burnett, ; Clay Newbill, ; Phil Gurin, ; Yun Lingner, ; Max Swedlow, ; Jim Roush, ; Carl Hansen, ; Bill Gaudsmith, ; Joni Day, ; Becky Blitz, ",ABC,Sony Pictures Television,FALSE
4163,2013,Outstanding Reality Program,Undercover Boss,"Eli Holzman, ; Rachelle Mendez, Supervising Producer",CBS,Studio Lambert & All3media America,TRUE
4164,2013,Outstanding Short-format Animated Program,Adventure Time,"Pendleton Ward, ",Cartoon Network,Cartoon Network Studios,FALSE
4165,2013,Outstanding Short-format Animated Program,Clarence,"Brian A. Miller, ",cartoonnetwork.com,Cartoon Network Studios,FALSE
4166,2013,Outstanding Short-format Animated Program,Disney Mickey Mouse Croissant de Triomphe,"Paul Rudish, ",Disney.com,Disney Television Animation,TRUE
4167,2013,Outstanding Short-format Animated Program,Regular Show,"JG Quintel, ",Cartoon Network,Cartoon Network Studios,FALSE
4168,2013,Outstanding Short-format Animated Program,Robot Chicken,"Seth Green, ",Cartoon Network,A Stoopid Buddy Stoodios production in association with Stoopid Monkey and Williams Street,FALSE
4169,2013,Outstanding Single-camera Picture Editing For A Comedy Series,Modern Family,"Ryan Case, ",ABC,Picador Productions & Steve Levitan Productions in association with 20th Century Fox Television,FALSE
4170,2013,Outstanding Single-camera Picture Editing For A Comedy Series,Louie,"Susan E. Morse, ",FX Networks,FX Productions,FALSE
4171,2013,Outstanding Single-camera Picture Editing For A Comedy Series,30 Rock,"Meg Reticker, ; Ken Eluto, ",NBC,"Broadway Video, Little Stranger, Inc. in association with Universal Media Studios",FALSE
4172,2013,Outstanding Single-camera Picture Editing For A Comedy Series,The Office,"David Rogers, ; Claire Scanlon, ",NBC,Produced by Deedle-Dee Productions and Reveille LLC in association with Universal Media Studios,TRUE
4173,2013,Outstanding Single-camera Picture Editing For A Comedy Series,Arrested Development,"Kabir Akhtar, ; A.J. Dickerson, ",Netflix,Produced by Imagine TV and 20th Century Fox Television for Netflix,FALSE
4174,2013,Outstanding Single-Camera Picture Editing For A Drama Series,Breaking Bad,"Skip Macdonald, ",AMC,Sony Pictures Television,FALSE
4175,2013,Outstanding Single-Camera Picture Editing For A Drama Series,Mad Men,"Chris Figler, ",AMC,Lionsgate Television,FALSE
4176,2013,Outstanding Single-Camera Picture Editing For A Drama Series,Breaking Bad,"Kelley Dixon, ",AMC,Sony Pictures Television,TRUE
4177,2013,Outstanding Single-Camera Picture Editing For A Drama Series,Game Of Thrones,"Oral Ottey, ",HBO,"Bighead, Littlehead, 360 Television, Grok and Generator Productions in association with HBO Entertainment",FALSE
4178,2013,Outstanding Single-Camera Picture Editing For A Drama Series,House of Cards,"Kirk Baxter, ",Netflix,"Donen/Fincher/Roth and Trigger Street Productions, Inc. in association with Media Rights Capital for Netflix",FALSE
4179,2013,Outstanding Single-Camera Picture Editing For A Miniseries Or A Movie,Top of the Lake,"Alexandre de Franceschi, ; Scott Gray, ",Sundance Channel,"A See-Saw Films production in association with Screen Australia, Screen NSW and Fulcrum Media Finance for BBC Two, Sundance Channel, UKTV and BBC Worldwide",FALSE
4180,2013,Outstanding Single-Camera Picture Editing For A Miniseries Or A Movie,American Horror Story: Asylum,"Fabienne Bouville, ",FX Networks,20th Century Fox Television,FALSE
4181,2013,Outstanding Single-Camera Picture Editing For A Miniseries Or A Movie,Phil Spector,"Barbara Tulliver, ",HBO,Levinson/Fontana Productions in association with HBO Films,FALSE
4182,2013,Outstanding Single-Camera Picture Editing For A Miniseries Or A Movie,Behind the Candelabra,"Mary Ann Bernard, ",HBO,Jerry Weintraub Productions in association with HBO Films,TRUE
4183,2013,Outstanding Single-Camera Picture Editing For A Miniseries Or A Movie,Killing Lincoln,"Steve Polivka, ",NGC,Scott Free in association with Herzog & Company for National Geographic Channels,FALSE
4184,2013,"Outstanding Sound Editing For A Miniseries, Movie Or A Special",World Without End,"Jane Tattersall, ; David McCallum, ; Dale Sheldrake, ; Mitchell Bederman, ; Steve Hammond, ",ReelzChannel,Tandem Communications and Take5 Productions in association with Scott Free Films and Sat.1,FALSE
4185,2013,"Outstanding Sound Editing For A Miniseries, Movie Or A Special",American Horror Story: Asylum,"Gary Megregian, ; Steve M. Stuhr, ; Jason Krane, ; Christian Buenaventura, ; Timothy A. Cleveland, ; David Klotz, ; Andrew Dawson, ; Noel Vought, ",FX Networks,20th Century Fox Television,TRUE
4186,2013,"Outstanding Sound Editing For A Miniseries, Movie Or A Special",The Bible,"Jamie Caple, ; Matt Davies, ; Rob Brazier, ; Stefano Marchetti, ; Marc Lawes, ; Jeremy Price, ; Simon Gershon, ; Rodney Berling, ; Jason Swanscott, ; Clare Mahoney, ",HISTORY,LightWorkers Media and Hearst Productions for History,FALSE
4187,2013,"Outstanding Sound Editing For A Miniseries, Movie Or A Special",SEAL Team Six: The Raid On Osama Bin Laden,"Trip Brock, ; Jackie Johnson, ; Ian Shedd, ; Brian S.M. Wroth, ; Peter D. Lago, ; Steven Avila, ; Alexander Pugh, ; Ben Whitver, ; Kate Sheil, ; Greg Mauer, ; Rick Owens, ",NGC,"The Weinstein Company presents, Voltage Pictures presents, In association with Picture Perfect Corporation and Durban Inc, A Voltage Pictures production",FALSE
4188,2013,"Outstanding Sound Editing For A Miniseries, Movie Or A Special",Battlestar Galactica: Blood & Chrome,"Daniel Colman, MPSE, ; Jack Levy, ; Sam C. Lewis, ; Vince Balunas, ; Greg Stacy, ; Sara Bencivenga, ; Michael Baber, ; Doug Madick, ; Richard Partlow, ",Syfy,Universal Cable Productions,FALSE
4189,2013,Outstanding Sound Editing For A Series,Vikings,"Jane Tattersall, ; Steve Medeiros, ; David McCallum, ; Brent Pickett, ; Dale Sheldrake, ; Yuri Gorbachow, ; Goro Koyama, ; Andy Malcolm, ",HISTORY,An Octagon and Take 5 production in association with Metro-Goldwyn-Mayer for History,FALSE
4190,2013,Outstanding Sound Editing For A Series,Boardwalk Empire,"Fred Rosenberg, ; Roland Vajs, ; Bill Orrico, ; Jeffrey Stern, ; Ruy Garcia, ; Annette Kudrak, ; Steve Visscher, ; Marko Costanzo, ",HBO,"Leverage, Closest to the Hole Productions, Sikelia Productions and Cold Front Productions in association with HBO Entertainment",TRUE
4191,2013,Outstanding Sound Editing For A Series,Breaking Bad,"Nick Forshager, ; Kathryn Madsen, ; Jane Boegel, ; Mark Cookson, ; Cormac Funge, ; Jason Tregoe Newman, ; Jeff Cranford, ; Gregg Barbanell, ; Dominique Decaudain, ",AMC,Sony Pictures Television,FALSE
4192,2013,Outstanding Sound Editing For A Series,Game Of Thrones,"James Moriana, Foley Artist; Tim Kimmel, ; Paula Fairfield, ; Tim Hands, ; Jed M. Dodge, ; Bradley C. Katona, ; David Klotz, ; Brett Voss, ; Jeffrey Wilhoit, ",HBO,"Bighead, Littlehead, 360 Television, Grok and Generator Productions in association with HBO Entertainment",FALSE
4193,2013,Outstanding Sound Editing For A Series,Nikita,"George Haddad, ; Ruth Adelman, ; Chad J. Hughes, ; Steve Papagiannis, ; Dale Chaloukian, ; Ashley Revell, ; James M. Bailey, ; Joseph Sabella, ",CW,Wonderland Sound and Vision in association with Warner Bros. Television,FALSE
4194,2013,Outstanding Sound Editing For Nonfiction Programming (Single Or Multi-Camera),Crossfire Hurricane,"Cameron Frankley, ; Jon Michaels, ",HBO,"Tremolo Productions, Milkwood Films, Eagle Rock Entertainment and the Rolling Stones in association with HBO Documentary Films",FALSE
4195,2013,Outstanding Sound Editing For Nonfiction Programming (Single Or Multi-Camera),History Of The Eagles,"Philip Stockton, ; Ruy Garcia, ; Annette Kudrak, ",Showtime,Showtime Presents in association with Monhegan Films,FALSE
4196,2013,Outstanding Sound Editing For Nonfiction Programming (Single Or Multi-Camera),The Men Who Built America,"Tim W. Kelly, ; Jonathan Soule, ",HISTORY,Stephen David Entertainment for History,TRUE
4197,2013,Outstanding Sound Editing For Nonfiction Programming (Single Or Multi-Camera),The Dust Bowl,"Craig Mellish, ; Ryan Gifford, ; Dave Mast, ; Meagan Frappiea, ",PBS,Florentine Films,FALSE
4198,2013,Outstanding Sound Editing For Nonfiction Programming (Single Or Multi-Camera),The Amazing Race,"Eric Goldfarb, ; Julian Gomez, ; Andrew Kozar, ; Paul C. Nielsen, ; Jacob Parsons, ; Andy Castor, ; Jennifer Nelson, ; Michael Bolanowski, ; Bryan Parker, ; Graham Barclay, ",CBS,World Race Productions Inc.,FALSE
4199,2013,Outstanding Sound Editing For Nonfiction Programming (Single Or Multi-Camera),Survivor,"John Warrin, ; Paul Meyer, ; Michael Brake, ; Michael Dobbins, ; Todd Babiak, ; Brooke Lowrey, ",CBS,Mark Burnett Productions,FALSE
4200,2013,Outstanding Sound Mixing For A Comedy Or Drama Series (Half-Hour) And Animation,30 Rock,"Griffin Richardson, ; Tony Pipitone, ",NBC,"Broadway Video, Little Stranger, Inc. in association with Universal Media Studios",FALSE
4201,2013,Outstanding Sound Mixing For A Comedy Or Drama Series (Half-Hour) And Animation,Nurse Jackie,"Jan McLaughlin, ; Peter Waggoner, ",Showtime,"Showtime Presents, Lionsgate Television, Jackson Group Entertainment, Madison Grain Elevator, Inc. & Delong Lumber, A Caryn Mandabach Production",TRUE
4202,2013,Outstanding Sound Mixing For A Comedy Or Drama Series (Half-Hour) And Animation,The Office,"Ben Patrick, ; John W. Cook II, ; Rob Carr, ",NBC,Produced by Deedle-Dee Productions and Reveille LLC in association with Universal Media Studios,FALSE
4203,2013,Outstanding Sound Mixing For A Comedy Or Drama Series (Half-Hour) And Animation,Parks And Recreation,"Steve Morantz, ; John W. Cook II, ; Ken Kobett, ",NBC,"Produced by Deedle-Dee Productions, Fremulon, 3 Arts and Universal Media Studios",FALSE
4204,2013,Outstanding Sound Mixing For A Comedy Or Drama Series (Half-Hour) And Animation,Modern Family,"Stephen A. Tibbo, ; Brian R. Harman, ; Dean Okrand, ",ABC,Picador Productions & Steve Levitan Productions in association with 20th Century Fox Television,FALSE
4205,2013,Outstanding Sound Mixing For A Comedy Or Drama Series (One Hour),Breaking Bad,"Darryl L. Frank, ; Jeffrey Perkins, ; Eric Justen, ",AMC,Sony Pictures Television,FALSE
4206,2013,Outstanding Sound Mixing For A Comedy Or Drama Series (One Hour),Mad Men,"Peter Bentley, ; Ken Teaney, ; Alec St. John, ",AMC,Lionsgate Television,FALSE
4207,2013,Outstanding Sound Mixing For A Comedy Or Drama Series (One Hour),Homeland,"Larry Long, ; Nello Torri, ; Alan Decker, ; Larold Rebhun, ",Showtime,"Showtime Presents, Fox 21, Teakwood Lane Productions, Cherry Pie Productions, Keshet",FALSE
4208,2013,Outstanding Sound Mixing For A Comedy Or Drama Series (One Hour),Boardwalk Empire,"Frank Stettner, ; Tom Fleischman, ; George A. Lara, ; Mark DeSimone, ",HBO,"Leverage, Closest to the Hole Productions, Sikelia Productions and Cold Front Productions in association with HBO Entertainment",TRUE
4209,2013,Outstanding Sound Mixing For A Comedy Or Drama Series (One Hour),Game Of Thrones,"Ronan Hill, ; Richard Dyer, ; Onnalee Blank, ; Mathew Waters, ",HBO,"Bighead, Littlehead, 360 Television, Grok and Generator Productions in association with HBO Entertainment",FALSE
4210,2013,Outstanding Sound Mixing For A Miniseries Or A Movie,American Horror Story: Asylum,"Sean Rush, ; Joe Earle, ; Doug Andham, ",FX Networks,20th Century Fox Television,FALSE
4211,2013,Outstanding Sound Mixing For A Miniseries Or A Movie,Phil Spector,"Gary Alper, ; Roy Waldspurger, ; Michael Barry, ",HBO,Levinson/Fontana Productions in association with HBO Films,FALSE
4212,2013,Outstanding Sound Mixing For A Miniseries Or A Movie,Behind the Candelabra,"Dennis Towns, ; Larry Blake, ; Tommy Vicari, ",HBO,Jerry Weintraub Productions in association with HBO Films,TRUE
4213,2013,Outstanding Sound Mixing For A Miniseries Or A Movie,Battlestar Galactica: Blood & Chrome,"Rick Bal, ; John W. Cook II, ; Peter Nusbaum, ",Syfy,Universal Cable Productions,FALSE
4214,2013,Outstanding Sound Mixing For A Miniseries Or A Movie,The Bible,"Dan Johnson, ; Scott Jones, ; Jon Thomas, ",HISTORY,LightWorkers Media and Hearst Productions for History,FALSE
4215,2013,Outstanding Sound Mixing For A Variety Series Or Special,The 55th Annual Grammy Awards,"Thomas Holmes, ; Mikael Stewart, ; John Harris, ; Eric Schilling, ; Ron Reaves, ; Eric Johnston, ; Pablo Munguia, ; Tom Pesa, ; Michael Parker, ; Bob LaMasney, ",CBS,"AEG Ehrlich Ventures, LLC",TRUE
4216,2013,Outstanding Sound Mixing For A Variety Series Or Special,American Idol,"Edward J. Greene, ; Brian Riordan, ; Adrian Ordonez, ; Ryan Young, ; Randy Faustino, ; Gary Long, ; Patrick Baltzell, ; Michael Parker, ; Christian Schrader, ",FOX,"FremantleMedia North America, Inc. and 19 TV Ltd.",FALSE
4217,2013,Outstanding Sound Mixing For A Variety Series Or Special,The Oscars,"Paul Sandweiss, ; Tommy Vicari, ; Biff Dawes, ; Pablo Munguia, ; Kristian Pedregon, ; Josh Morton, ; Emily McDonnell, ; Patrick Baltzell, ; Michael Parker, ; Bob LaMasney, ",ABC,Academy of Motion Picture Arts and Sciences,FALSE
4218,2013,Outstanding Sound Mixing For A Variety Series Or Special,The Daily Show With Jon Stewart,"Tim Lester, ; Horst Hartmann, ; Rocky Magistro, ; JAY VICARI, ",Comedy Central,"Central Productions, LLC",FALSE
4219,2013,Outstanding Sound Mixing For A Variety Series Or Special,The Colbert Report,"Todd Kilponen, ; Bob Walker, ; Robert Selitto, ; JAY VICARI, ",Comedy Central,"Hello Doggie, Inc. with Busboy Productions and Spartina Productions",FALSE
4220,2013,Outstanding Sound Mixing For Nonfiction Programming,Crossfire Hurricane,"Jason W. Jennings, ; Steve Pederson, ",HBO,"Tremolo Productions, Milkwood Films, Eagle Rock Entertainment and the Rolling Stones in association with HBO Documentary Films",FALSE
4221,2013,Outstanding Sound Mixing For Nonfiction Programming,Deadliest Catch,"Bob Bronow, ",Discovery Channel,"Original Productions, LLC, a FremantleMedia Company for the Discovery Channel",FALSE
4222,2013,Outstanding Sound Mixing For Nonfiction Programming,The Amazing Race,"Jim Ursulak, ; Dean Gaveau, ; Jerry Chabane, ; Troy Smith, ",CBS,World Race Productions Inc.,FALSE
4223,2013,Outstanding Sound Mixing For Nonfiction Programming,Survivor,"Terry Dwyer, ",CBS,Mark Burnett Productions,FALSE
4224,2013,Outstanding Sound Mixing For Nonfiction Programming,Anthony Bourdain Parts Unknown,"Benny Mouthon, ",CNN,"Zero Point Zero Production, Inc.",FALSE
4225,2013,Outstanding Sound Mixing For Nonfiction Programming,History Of The Eagles,"Tom Fleischman, ; Bret Johnson, ; RICHARD DAVIS, ; Elliot Scheiner, ; Mike Harlow, ",Showtime,Showtime Presents in association with Monhegan Films,TRUE
4226,2013,Outstanding Special Class - Short-format Live-Action Entertainment Programs,The Daily Show Correspondents Explain,"Steve Grimes, ; Rachel Maceiras, ; Courtney Powell, ",thedailyshow.com,Comedy Central Digital Media,FALSE
4227,2013,Outstanding Special Class - Short-format Live-Action Entertainment Programs,Childrens Hospital,"Rob Corddry, ; Jonathan Stern, ; David Wain, ; Nick Weidenfeld, ; Keith Crofford, ; Rich Rosenthal, ",Cartoon Network,"Produced by Abominable Pictures, The Corddry Company and Warner Bros. Television Group's Studio 2.0.",TRUE
4228,2013,Outstanding Special Class - Short-format Live-Action Entertainment Programs,30 Rock: The Webisodes,"Eric Gurian, ; Tina Fey, ; Clint Koltveit, ; Bill Sell, ; Nick Bernardone, ",NBC.com,"NBC Entertainment Digital, Universal Television",FALSE
4229,2013,Outstanding Special Class - Short-format Live-Action Entertainment Programs,Between Two Ferns,"Mike Farah, ; Scott Aukerman, ; Zach Galifianakis, ; BJ Porter, ; Anna Wenger, ; Betsy Koch, ",FunnyOrDie.com,Funny or Die Productions,FALSE
4230,2013,Outstanding Special Class - Short-format Live-Action Entertainment Programs,Super Bowl XLVII Halftime Show Starring Beyoncé,"Ricky Kirshner, ; Steve Bornstein, ; Mark Quenzel, ; Lawrence Randall, ; Beyoncé, ",CBS,NFL Network,FALSE
4231,2013,Outstanding Special Class - Short-format Live-Action Entertainment Programs,Burning Love,"Ben Stiller, ; Stuart Cornfeld, ; Mike Rosenstein, ; Ken Marino, ; Erica Oyama, ; Jonathan Stern, ",Yahoo.com,Red Hour and Abominable Pictures in association with Paramount Insurge,FALSE
4232,2013,Outstanding Special Class - Short-format Nonfiction Programs,Comedians In Cars Getting Coffee,"Jerry Seinfeld, ",Crackle.com,Columbus 81,FALSE
4233,2013,Outstanding Special Class - Short-format Nonfiction Programs,Remembering 9/11,"Kathleen Williams, ; Sean Kennedy, ",History.com,Kitty Guerrilla Films for History,TRUE
4234,2013,Outstanding Special Class - Short-format Nonfiction Programs,Top Chef: Last Chance Kitchen,"David Serwatka, ; Ashley Kaplan, ; Jane Lipsitz, ; Dan Cutforth, ; Aimee Viles, ; Lisa Hsia, ",Bravotv.com,"Bravo Media, Magical Elves",FALSE
4235,2013,Outstanding Special Class - Short-format Nonfiction Programs,The Office: The Farewells,"John Krasinski, ; Carole Angelo, ; Daniel Stessen, ",NBC.com,"Deedle-Dee Productions, Reveille, LLC in association with Universal Television, NBC Entertainment Digital",FALSE
4236,2013,Outstanding Special Class - Short-format Nonfiction Programs,Jay Leno's Garage,"Jay Leno, ; Robert Angelo, ; Helga Pollock, ; Kico Velarde, ; Robert Hayes, ; David Swift, ",jaylenosgarage.com,"JayLenosGarage.com, NBC Entertainment Digital",FALSE
4237,2013,Outstanding Special Class - Short-format Nonfiction Programs,30 Rock: The Final Season,"Carole Angelo, ; Eric Gurian, ; Bill Sell, ; Nick Bernardone, ; Clint Koltveit, ; Tina Fey, ",NBC.com,"NBC Entertainment Digital, Universal Television",FALSE
4238,2013,Outstanding Special Class Programs,The 70th Annual Golden Globe Awards,"Barry Adelman, ",NBC,"Dick Clark Productions, Inc. in association with the Hollywood Foreign Press Association",FALSE
4239,2013,Outstanding Special Class Programs,London 2012 Olympic Games Opening Ceremony,"Jim Bell, ",NBC,"NBC Universal, LLC",FALSE
4240,2013,Outstanding Special Class Programs,The Oscars,"Craig Zadan, Produced by; Neil Meron, Produced by; Michael B. Seligman, Supervising Producer; Seth MacFarlane, Host",ABC,Academy of Motion Picture Arts and Sciences,FALSE
4241,2013,Outstanding Special Class Programs,Rodgers & Hammerstein's Carousel (Live From Lincoln Center),"Andrew C. Wilk, ",PBS,A Lincoln Center Media production,FALSE
