ID,Year,Category,Nominee,Staff,Company,Producer,Win
15889,1984,OUTSTANDING LIVE AND TAPE SOUND MIXING AND SOUND EFFECTS for a series,Real People,"Stu Fox, ; Mark Hanes, ; Dean Okrand, ; Ed Suski, ",NBC,,TRUE
15890,1984,OUTSTANDING LIVE AND TAPE SOUND MIXING AND SOUND EFFECTS for a series,Fame,"Jerry Clemans, ; Ross Davis, ; John Oliver, Sound Mixer; Frank Wolf, ",SYN,,FALSE
15891,1984,OUTSTANDING LIVE AND TAPE SOUND MIXING AND SOUND EFFECTS for a series,Fame,"Lyle Burbridge, ; Jerry Clemans, ; Paul Hochman, ; John Oliver, ",SYN,,FALSE
15892,1984,OUTSTANDING SUPPORTING ACTOR IN A LIMITED SERIES or a special,The First Olympics-Athens 1896,"David Ogden Stiers, as ",NBC,,FALSE
15893,1984,OUTSTANDING SUPPORTING ACTOR IN A LIMITED SERIES or a special,A Streetcar Named Desire An ABC Theatre Presentati,"Randy Quaid, as ",ABC,,FALSE
15894,1984,OUTSTANDING SUPPORTING ACTOR IN A LIMITED SERIES or a special,The Day After An ABC Theatre Presentation,"John Lithgow, as ",ABC,,FALSE
15895,1984,OUTSTANDING SUPPORTING ACTOR IN A LIMITED SERIES or a special,The Master of Ballantrae Hallmark Hall of Fame,"John Gielgud, as ",CBS,,FALSE
15896,1984,OUTSTANDING SUPPORTING ACTOR IN A LIMITED SERIES or a special,Chiefs,"Keith Carradine, as ",CBS,,FALSE
15897,1984,OUTSTANDING SUPPORTING ACTOR IN A LIMITED SERIES or a special,Terrible Joe Moran An ITT Theatre Special,"Art Carney, as ",CBS,,TRUE
15898,1984,OUTSTANDING SUPPORTING ACTRESS IN A LIMITED SERIES or a special,John Steinbeck's The Winter of Our Discontent Hall,"Tuesday Weld, as ",CBS,,FALSE
15899,1984,OUTSTANDING SUPPORTING ACTRESS IN A LIMITED SERIES or a special,Ernie Kovacs:  Between the Laughter,"Cloris Leachman, as ",ABC,,FALSE
15900,1984,OUTSTANDING SUPPORTING ACTRESS IN A LIMITED SERIES or a special,Something About Amelia An ABC Theatre Presentation,"Roxana Zal, as ",ABC,,TRUE
15901,1984,OUTSTANDING SUPPORTING ACTRESS IN A LIMITED SERIES or a special,George Washington,"Patty Duke Astin, as ",CBS,,FALSE
15902,1984,OUTSTANDING SUPPORTING ACTRESS IN A LIMITED SERIES or a special,A Streetcar Named Desire An ABC Theatre Presentati,"Beverly D'Angelo, as ",ABC,,FALSE
15903,1984,OUTSTANDING TECHNICAL DIRECTION/CAMERAWORK/VIDEO,Jennifer Slept Here,"Les Atkinson, ; Mike Higuera, ; Roy Holm, ; Arnold Shapiro, ; O. Tamburri, ; Kurt Tonnessen, ",NBC,,FALSE
15904,1984,OUTSTANDING TECHNICAL DIRECTION/CAMERAWORK/VIDEO,Benson,"Victor Bagdadi, ; Ron Brooks, ; Herm Falk, ; Steve Jones, ; Bill Pope, ; Donna Quante, ",ABC,,FALSE
15905,1984,OUTSTANDING TECHNICAL DIRECTION/CAMERAWORK/VIDEO,Solid Gold,"Richard Browning, ; Jack Chisholm, ; Ray Connors, ; Rocky Danielson, ; Frank Geraty, ; John Gillis, ; Bruce Oldham, ; Richard Watson, ; George Wood, ",SYN,,FALSE
15906,1984,OUTSTANDING TECHNICAL DIRECTION/CAMERAWORK/VIDEO,Oh Madeline,"Gerry Bucci, ; Ross Harmon, ; Steve Jones, ; Art LaCombe, ; Donna Quante, ; Iris Rosenthal, ; Carol Wetovich, ",ABC,,FALSE
15907,1984,OUTSTANDING TECHNICAL DIRECTION/CAMERAWORK/VIDEO,On Stage America,"Gene Crowe, ; Sam Drummy, ; Larry Heider, ; Dave Levisohn, ; Wayne Orr, ; Mark Sanford, ; Ron Sheldon, ",SYN,,TRUE
15908,1984,OUTSTANDING TECHNICAL DIRECTION/CAMERAWORK/VIDEO FOR A limited series or a special,"Lynda Carter, Body and Soul","Bruce Bottone, ; George Falardeau, ; Tom Geren, ; Larry Heider, ; Jim Herring, ; Karl Messerschmidt, ; Jerry Smith, ; Mike Stramisky, ",CBS,,FALSE
15909,1984,OUTSTANDING TECHNICAL DIRECTION/CAMERAWORK/VIDEO FOR A limited series or a special,Mister Roberts NBC Live Theater,"Les Atkinson, ; George Falardeau, ; Jim Herring, ; Mike Higuera, ; Karl Messerschmidt, ; Jerry Smith, ",NBC,,FALSE
15910,1984,OUTSTANDING TECHNICAL DIRECTION/CAMERAWORK/VIDEO FOR A limited series or a special,Bob Hope's USO Christmas in Beirut,"Bill Church, ; Steve Deaver, ; George Falardeau, ; Dave Levisohn, ; Bill Philbin, ; Hector Ramirez, ; Mark Sanford, ",NBC,,FALSE
15911,1984,OUTSTANDING TECHNICAL DIRECTION/CAMERAWORK/VIDEO FOR A limited series or a special,The American Music Awards,"Ralph Alcocer, ; John Allen, ; Evan Baker, ; Dave Banks, ; Bruce Bonnett, ; Ron Brooks, ; Ernie Buttelman, ; D.J. Diomedes, ; Bob Greenseth, ; Dale Walsh, ; Carol Wetovich, ; Blair White, ",ABC,,FALSE
15912,1984,OUTSTANDING TECHNICAL DIRECTION/CAMERAWORK/VIDEO FOR A limited series or a special,The Magic of David Copperfield VI,"Les Atkinson, ; Bruce Bottone, ; George Falardeau, ; Lou Fusari, ; Dean Hall, ; Dave Hilmer, ; Dave Levisohn, ; Roy Holm, ; David Nowell, ; Jerry Smith, ",CBS,,TRUE
15913,1984,"OUTSTANDING VARIETY, MUSIC OR COMEDY PROGRAM",THE TONIGHT SHOW STARRING JOHNNY CARSON,"Johnny Carson, ; Fred de Cordova, ; Peter Lassally, ",NBC,,FALSE
15914,1984,"OUTSTANDING VARIETY, MUSIC OR COMEDY PROGRAM",The 1984 Tony Awards,"Alexander H. Cohen, ; Martha Mason, ; Hildy Parks, ",CBS,,FALSE
15915,1984,"OUTSTANDING VARIETY, MUSIC OR COMEDY PROGRAM",LATE NIGHT WITH DAVID LETTERMAN,"David Letterman, ; Jack Rollins, ; Barry Sand, ",NBC,,FALSE
15916,1984,"OUTSTANDING VARIETY, MUSIC OR COMEDY PROGRAM",The 6th Annual Kennedy Center Honors:  A Celebrati,"George Stevens, ; Nick Vanoff, ",CBS,,TRUE
15917,1984,"OUTSTANDING VARIETY, MUSIC OR COMEDY PROGRAM",The American Film Institute Salute to Lillian Gish,"George Stevens, ",CBS,,FALSE
15918,1984,OUTSTANDING VIDEO TAPE EDITING FOR A LIMITED SERIES,The Best of Everything,"Branda Miller, ; Marco Zappia, ",NBC,,FALSE
15919,1984,OUTSTANDING VIDEO TAPE EDITING FOR A LIMITED SERIES,A Lincoln Center Special:  New York City Ballet's,"Frank C. Cernese, ; Matty Powers, ",PBS,,FALSE
15920,1984,OUTSTANDING VIDEO TAPE EDITING FOR A LIMITED SERIES,The Stars Salute the U.S. Olympic Team,"Manuel Martinez, ",NBC,,FALSE
15921,1984,OUTSTANDING VIDEO TAPE EDITING FOR A LIMITED SERIES,Perry Como's Christmas in New York,"Pam Marshall, ",ABC,,FALSE
15922,1984,OUTSTANDING VIDEO TAPE EDITING FOR A LIMITED SERIES,The Chemical People,"Catherine Hughes, ; Vern Oakley, ; Christine Ochtun, ; Nicholas Spies, ",PBS,,FALSE
15923,1984,OUTSTANDING VIDEO TAPE EDITING FOR A LIMITED SERIES,Super Night of Rock 'N Roll,"David Fairfield, ; Mark West, ; Andy Zall, ",NBC,,FALSE
15924,1984,OUTSTANDING VIDEO TAPE EDITING FOR A LIMITED SERIES,American Film Institute Salute to Lillian Gish,"Jim McQueen, ; Catherine Shields, ",CBS,,TRUE
15925,1984,OUTSTANDING VIDEO TAPE EDITING FOR A SERIES,Benson,"Michael Riolo, ",ABC,,FALSE
15926,1984,OUTSTANDING VIDEO TAPE EDITING FOR A SERIES,Kate & Allie,"Marco Zappia, ",CBS,,FALSE
15927,1984,OUTSTANDING VIDEO TAPE EDITING FOR A SERIES,Fame,"Jim McElroy, ",SYN,,FALSE
15928,1984,OUTSTANDING VIDEO TAPE EDITING FOR A SERIES,Fame,"Howard Brock, ",SYN,,TRUE
15929,1984,OUTSTANDING WRITING IN A COMEDY SERIES,Buffalo Bill,"Tom Patchett, ",NBC,,FALSE
15930,1984,OUTSTANDING WRITING IN A COMEDY SERIES,Buffalo Bill,"Jay Tarses, ",NBC,,FALSE
15931,1984,OUTSTANDING WRITING IN A COMEDY SERIES,CHEERS,"Glen Charles, ; Les Charles, ",NBC,,FALSE
15932,1984,OUTSTANDING WRITING IN A COMEDY SERIES,CHEERS,"David Lloyd, ",NBC,,FALSE
15933,1984,OUTSTANDING WRITING IN A COMEDY SERIES,CHEERS,"David Angell, ",NBC,,TRUE
15934,1984,OUTSTANDING WRITING IN A DRAMA SERIES,St. Elsewhere,"Tom Fontana, ; John Masius, ; Emilie R. Small, ; Garn Stephens, ",NBC,,FALSE
15935,1984,OUTSTANDING WRITING IN A DRAMA SERIES,Hill Street Blues,"Steven Bochco, ; Jeffrey Lewis, ; David Milch, ; Peter Silverman, ",NBC,,FALSE
15936,1984,OUTSTANDING WRITING IN A DRAMA SERIES,St. Elsewhere,"Tom Fontana, ; John Masius, ; Mark Tinker, ; John Tinker, ",NBC,,FALSE
15937,1984,OUTSTANDING WRITING IN A DRAMA SERIES,St. Elsewhere,"Tom Fontana, ; John Masius, ; John Ford Noonan, ",NBC,,TRUE
15938,1984,OUTSTANDING WRITING IN A DRAMA SERIES,St. Elsewhere,"Tom Fontana, ; John Masius, ",NBC,,FALSE
15939,1984,OUTSTANDING WRITING IN A DRAMA SERIES,Hill Street Blues,"Steven Bochco, ; Mark Frost, ; Karen Hall, ; Jeffrey Lewis, ; David Milch, ; Michael Wagner, ",NBC,,FALSE
15940,1984,OUTSTANDING WRITING IN A LIMITED SERIES OR A SPECIAL,Adam,"Allan Leicht, ",NBC,,FALSE
15941,1984,OUTSTANDING WRITING IN A LIMITED SERIES OR A SPECIAL,Ernie Kovacs:  Between the Laughter,"April Smith, ",ABC,,FALSE
15942,1984,OUTSTANDING WRITING IN A LIMITED SERIES OR A SPECIAL,The Day After An ABC Theatre Presentation,"Edward Hume, ",ABC,,FALSE
15943,1984,OUTSTANDING WRITING IN A LIMITED SERIES OR A SPECIAL,The Dollmaker An ABC Theatre Presentation,"Susan Cooper, ; Hume Cronyn, ",ABC,,FALSE
15944,1984,OUTSTANDING WRITING IN A LIMITED SERIES OR A SPECIAL,Something About Amelia An ABC Theatre Presentation,"William Hanley, ",ABC,,TRUE
15945,1984,OUTSTANDING WRITING IN A VARIETY OR MUSIC PROGRAM,The 6th Annual Kennedy Center Honors:  A Celebrati,"L.T. Ilehart, ; Marc London, ; Sara Lukinson, ; George Stevens, ",CBS,,FALSE
15946,1984,OUTSTANDING WRITING IN A VARIETY OR MUSIC PROGRAM,The American Film Institute Salute to Lillian Gish,"Joseph McBride, ; George Stevens, ",CBS,,FALSE
15947,1984,OUTSTANDING WRITING IN A VARIETY OR MUSIC PROGRAM,The 1984 Tony Awards,"Hildy Parks, ",CBS,,FALSE
15948,1984,OUTSTANDING WRITING IN A VARIETY OR MUSIC PROGRAM,Saturday Night Live,"Jim Belushi, ; Andy Breckman, ; Robin Duke, ; Adam Green, ; Mary Gross, ; Nate Herman, ; Tim Kazurinsky, ; Kevin Kelton, ; Andrew Kurtzman, ; Michael McCarthy, ; Eddie Murphy, ; Pamela Norris, ; Margaret Oberman, ; Joe Piscopo, ; Herb Sargent, ; Andrew Smith, ; Bob Tischler, ; Eliot Wald, ",NBC,SNL Studios in association with Universal Television and Broadway Video,FALSE
15949,1984,OUTSTANDING WRITING IN A VARIETY OR MUSIC PROGRAM,LATE NIGHT WITH DAVID LETTERMAN,"Sanford Frank, Writer; Andy Breckman, ; James Downey, ; David Letterman, ; Merrill Markoe, ; George Meyer, ; Gerard Mulligan, ; Steve O'Donnell, ",NBC,,FALSE
15950,1984,OUTSTANDING WRITING IN A VARIETY OR MUSIC PROGRAM,LATE NIGHT WITH DAVID LETTERMAN,"Sanford Frank, Writer; James Downey, ; Christopher Elliott, ; Tom Gammill, ; David Letterman, ; Merrill Markoe, ; George Meyer, ; Gerard Mulligan, ; Steve O'Donnell, ; Max Pross, ; Joseph E. Toplyn, ; Matt Wickline, ",NBC,,FALSE
15951,1984,OUTSTANDING WRITING IN A VARIETY OR MUSIC PROGRAM,LATE NIGHT WITH DAVID LETTERMAN,"Sanford Frank, Writer; Christopher Elliott, ; Ted Greenberg, ; David Letterman, ; Merrill Markoe, ; Jeff Martin, ; Gerard Mulligan, ; Steve O'Donnell, ; Joseph E. Toplyn, ; Matt Wickline, ; David Yazbek, ",NBC,,TRUE
15952,1984,Hall of Fame,Hall of Fame - 1984,"Lucille Ball, as Honoree",,,TRUE
15953,1984,Hall of Fame,Hall of Fame - 1984,"Milton Berle, as Honoree",,,TRUE
15954,1984,Hall of Fame,Hall of Fame - 1984,"Norman Lear, as Honoree",,,TRUE
15955,1984,Hall of Fame,Hall of Fame - 1984,"Edward R. Murrow, as Honoree",,,TRUE
15956,1984,Hall of Fame,Hall of Fame - 1984,"Paddy Chayefsky, as Honoree",,,TRUE
15957,1984,Hall of Fame,Hall of Fame - 1984,"Ed Sullivan, as Honoree",,,TRUE
15958,1984,Hall of Fame,Hall of Fame - 1984,"William S. Paley, as Honoree",,,TRUE
15959,1984,Hall of Fame,Hall of Fame - 1984,"David Sarnoff, as Honoree",,,TRUE
15960,1983,Outstanding Lead Actress In A Drama Series,Hill Street Blues,"Veronica Hamel, as ",NBC,,FALSE
15961,1983,Outstanding Lead Actress In A Drama Series,Cagney & Lacey,"Sharon Gless, as ",CBS,,FALSE
15962,1983,Outstanding Lead Actress In A Drama Series,Fame,"Debbie Allen, as ",NBC,,FALSE
15963,1983,Outstanding Lead Actress In A Drama Series,Dynasty,"Linda Evans, as ",ABC,,FALSE
15964,1983,Outstanding Lead Actress In A Drama Series,Cagney & Lacey,"Tyne Daly, as ",CBS,,TRUE
15965,1983,Outstanding Lead Actor In A Drama Series,Hill Street Blues,"Daniel J. Travanti, as ",NBC,,FALSE
15966,1983,Outstanding Lead Actor In A Drama Series,"Magnum, P.I.","Tom Selleck, as ",CBS,,FALSE
15967,1983,Outstanding Lead Actor In A Drama Series,Dynasty,"John Forsythe, as ",ABC,,FALSE
15968,1983,Outstanding Lead Actor In A Drama Series,St. Elsewhere,"Ed Flanders, as ",NBC,,TRUE
15969,1983,Outstanding Lead Actor In A Drama Series,St. Elsewhere,"William Daniels, as ",NBC,,FALSE
15970,1983,Outstanding Supporting Actress In A Drama Series,Hill Street Blues,"Betty Thomas, as ",NBC,,FALSE
15971,1983,Outstanding Supporting Actress In A Drama Series,"Trapper John, M.D.","MADGE SINCLAIR, as ",CBS,,FALSE
15972,1983,Outstanding Supporting Actress In A Drama Series,St. Elsewhere,"Christina Pickles, as ",NBC,,FALSE
15973,1983,Outstanding Supporting Actress In A Drama Series,St. Elsewhere,"Doris Roberts, as ",NBC,,TRUE
15974,1983,Outstanding Supporting Actress In A Drama Series,Hill Street Blues,"Barbara Bosson, as ",NBC,,FALSE
15975,1983,Outstanding Supporting Actor In A Drama Series,Hill Street Blues,"Bruce Weitz, as ",NBC,,FALSE
15976,1983,Outstanding Supporting Actor In A Drama Series,Hill Street Blues,"Joe Spano, as ",NBC,,FALSE
15977,1983,Outstanding Supporting Actor In A Drama Series,St. Elsewhere,"Ed Begley Jr, as ",NBC,,FALSE
15978,1983,Outstanding Supporting Actor In A Drama Series,Hill Street Blues,"Michael Conrad, as ",NBC,,FALSE
15979,1983,Outstanding Supporting Actor In A Drama Series,St. Elsewhere,"James Coco, as ",NBC,,TRUE
15980,1983,Outstanding Drama Series,St. Elsewhere,"Joshua Brand, ; John Falsey, ; John Masius, ; Bruce Paltrow, ; Mark Tinker, ",NBC,,FALSE
15981,1983,Outstanding Drama Series,Fame,"William Blinn, ; Mel Swope, ",NBC,,FALSE
15982,1983,Outstanding Drama Series,"Magnum, P.I.","Donald P. Bellisario, ; Douglas Green, ; Chas. Floyd Johnson, ; Reuben Leder, ; Joel Rogosin, ; Rick Weaver, ",CBS,,FALSE
15983,1983,Outstanding Drama Series,Hill Street Blues,"David Anspaugh, ; Steven Bochco, ; Scott Brazil, ; Gregory Hoblit, ; Anthony Yerkovich, ",NBC,,TRUE
15984,1983,Outstanding Drama Series,Cagney & Lacey,"Steve Brown, ; Terry Louise Fisher, ; Richard M. Rosenbloom, ; Barney Rosenzweig, ; Harry R. Sherman, ; April Smith, ; Joseph Stern, ",CBS,,FALSE
15985,1983,Outstanding Lead Actress In A Comedy Series,The Jeffersons,"Isabel Sanford, as ",CBS,,FALSE
15986,1983,Outstanding Lead Actress In A Comedy Series,9 to 5,"Rita Moreno, as ",ABC,,FALSE
15987,1983,Outstanding Lead Actress In A Comedy Series,"Love, Sidney","Swoosie Kurtz, as ",NBC,,FALSE
15988,1983,Outstanding Lead Actress In A Comedy Series,Cheers,"Shelley Long, as ",NBC,,TRUE
15989,1983,Outstanding Lead Actress In A Comedy Series,Gimme A Break!,"Nell Carter, as ",NBC,,FALSE
15990,1983,Outstanding Lead Actress In A Comedy Series,"Goodnight, Beantown","Mariette Hartley, as ",CBS,,FALSE
15991,1983,Outstanding Lead Actor In A Comedy Series,Cheers,"Ted Danson, as ",NBC,,FALSE
15992,1983,Outstanding Lead Actor In A Comedy Series,Benson,"Robert Guillaume, as ",ABC,,FALSE
15993,1983,Outstanding Lead Actor In A Comedy Series,M*A*S*H,"Alan Alda, as ",CBS,,FALSE
15994,1983,Outstanding Lead Actor In A Comedy Series,Buffalo Bill,"DABNEY COLEMAN, as ",NBC,,FALSE
15995,1983,Outstanding Lead Actor In A Comedy Series,Taxi,"Judd Hirsch, as ",NBC,,TRUE
15996,1983,Outstanding Comedy Series,Taxi,"James L. Brooks, ; Stan Daniels, ; Ken Estin, ; Richard Sakai, ; Sam Simon, ; Ed. Weinberger, ",NBC,,FALSE
15997,1983,Outstanding Comedy Series,NEWHART,"Sheldon Bull, ; Barry Kemp, ",CBS,,FALSE
15998,1983,Outstanding Comedy Series,M*A*S*H,"Burt Metcalfe, ; Thad Mumford, ; John Rappaport, ; Dan Wilcox, ",CBS,,FALSE
15999,1983,Outstanding Comedy Series,Buffalo Bill,"Bernie Brillstein, ; Carol Gary, ; Dennis Klein, ; Tom Patchett, ; Jay Tarses, ",NBC,,FALSE
16000,1983,Outstanding Comedy Series,CHEERS,"James Burrows, ; Glen Charles, ; Les Charles, ; David Isaacs, ; Ken Levine, ",NBC,,TRUE
16001,1983,Governors Award,Governors Award - 1983,"Sylvester L. ""Pat"" Weaver, as Honoree",,,TRUE
16002,1983,OUTSTANDING ACHIEVEMENT IN CHOREOGRAPHY,55th Annual Academy Awards Presentation,"Walter Painter, ",ABC,,FALSE
16003,1983,OUTSTANDING ACHIEVEMENT IN CHOREOGRAPHY,The Catherine Wheel,"Twyla Tharp, ",PBS,,FALSE
16004,1983,OUTSTANDING ACHIEVEMENT IN CHOREOGRAPHY,"Motown 25:  Yesterday, Today, Forever","Lester Wilson, ",NBC,,FALSE
16005,1983,OUTSTANDING ACHIEVEMENT IN CHOREOGRAPHY,Fame,"Debbie Allen, ",NBC,,TRUE
16006,1983,OUTSTANDING ACHIEVEMENT IN HAIRSTYLING,Wizards and Warriors,"Sharleen J. Rassi, ",CBS,,FALSE
16007,1983,OUTSTANDING ACHIEVEMENT IN HAIRSTYLING,Nicholas Nickleby,"Mark Nelson, ",SYN,,FALSE
16008,1983,OUTSTANDING ACHIEVEMENT IN HAIRSTYLING,Rosie:  The Rosemary Clooney Story,"Edie Panda, ",CBS,,TRUE
16009,1983,OUTSTANDING ACHIEVEMENT IN HAIRSTYLING,Missing Children:  A Mother's Story,"Janice D. Brandow, ",CBS,,FALSE
16010,1983,OUTSTANDING ACHIEVEMENT IN MAKEUP,Fame,"Jack Wilson, ",NBC,,FALSE
16011,1983,OUTSTANDING ACHIEVEMENT IN MAKEUP,Who Will Love My Children?,"Zoltan Elek, ; Monty Westmore, ",ABC,,FALSE
16012,1983,OUTSTANDING ACHIEVEMENT IN MAKEUP,V,"Werner Keppler, ; Leo L. Lotito, ",NBC,The Scott Peters Company and HDFilms in association with Warner Bros. Television,FALSE
16013,1983,OUTSTANDING ACHIEVEMENT IN MAKEUP,The Thorn Birds,"Del Acevedo, ",ABC,,TRUE
16014,1983,OUTSTANDING ACHIEVEMENT IN MUSIC AND LYRICS,CHEERS,"Judy Hart Angelo, ; Gary Portnoy, ",NBC,,FALSE
16015,1983,OUTSTANDING ACHIEVEMENT IN MUSIC AND LYRICS,55th Annual Academy Awards Presentation,"Larry Grossman, ; Buz Kohan, ",ABC,,FALSE
16016,1983,OUTSTANDING ACHIEVEMENT IN MUSIC AND LYRICS,Bare Essence,"Carol Connors, ; Billy Goldenberg, ",CBS,,FALSE
16017,1983,OUTSTANDING ACHIEVEMENT IN MUSIC AND LYRICS,Happy Endings,"William Goldstein, ; Molly-Ann Leikin, ",CBS,,FALSE
16018,1983,OUTSTANDING ACHIEVEMENT IN MUSIC AND LYRICS,Two of a Kind G.E. Theater,"James Di Pasquale, ; Dory Previn, ",CBS,,TRUE
16019,1983,OUTSTANDING ACHIEVEMENT IN MUSIC AND LYRICS,"Quincy, M.E.","Bruce Broughton, ; Mark Mueller, ",NBC,,FALSE
16020,1983,OUTSTANDING ACHIEVEMENT IN MUSIC AND LYRICS,"Suzanne Somers and 10,000 G.I.'s","Earl Brown, ; Artie Butler, ",CBS,,FALSE
16021,1983,OUTSTANDING ACHIEVEMENT IN MUSIC COMPOSITION for a limited series or a special (dramatic underscore),Who Will Love My Children?,"Laurence Rosenthal, ",ABC,,FALSE
16022,1983,OUTSTANDING ACHIEVEMENT IN MUSIC COMPOSITION for a limited series or a special (dramatic underscore),The Thorn Birds,"Henry Mancini, ",ABC,,FALSE
16023,1983,OUTSTANDING ACHIEVEMENT IN MUSIC COMPOSITION for a limited series or a special (dramatic underscore),Drop-Out Father,"Peter Matz, ",CBS,,FALSE
16024,1983,OUTSTANDING ACHIEVEMENT IN MUSIC COMPOSITION for a limited series or a special (dramatic underscore),V,"Joe Harnell, ",NBC,The Scott Peters Company and HDFilms in association with Warner Bros. Television,FALSE
16025,1983,OUTSTANDING ACHIEVEMENT IN MUSIC COMPOSITION for a limited series or a special (dramatic underscore),The Blue and the Gray,"Bruce Broughton, ",CBS,,FALSE
16026,1983,OUTSTANDING ACHIEVEMENT IN MUSIC COMPOSITION for a limited series or a special (dramatic underscore),Rage of Angels,"Billy Goldenberg, ",NBC,,TRUE
16027,1983,OUTSTANDING ACHIEVEMENT IN MUSIC COMPOSITION FOR A SERIES (dramatic underscore),Father Murphy,"David Rose, ",NBC,,FALSE
16028,1983,OUTSTANDING ACHIEVEMENT IN MUSIC COMPOSITION FOR A SERIES (dramatic underscore),The Devlin Connection,"Nan Schwartz, ",NBC,,FALSE
16029,1983,OUTSTANDING ACHIEVEMENT IN MUSIC COMPOSITION FOR A SERIES (dramatic underscore),Fame,"William Goldstein, ",NBC,,FALSE
16030,1983,OUTSTANDING ACHIEVEMENT IN MUSIC COMPOSITION FOR A SERIES (dramatic underscore),Knots Landing,"Jerrold Immel, ",CBS,,FALSE
16031,1983,OUTSTANDING ACHIEVEMENT IN MUSIC COMPOSITION FOR A SERIES (dramatic underscore),Dallas,"Bruce Broughton, ",CBS,,TRUE
16032,1983,OUTSTANDING ACHIEVEMENT IN MUSIC DIRECTION,Perry Como's Christmas in Paris,"Jon Charles, ; Nick Perito, ",ABC,,FALSE
16033,1983,OUTSTANDING ACHIEVEMENT IN MUSIC DIRECTION,Sheena Easton...Act One,"Peter Matz, ",NBC,,FALSE
16034,1983,OUTSTANDING ACHIEVEMENT IN MUSIC DIRECTION,Epcot Center:  The Opening Celebration,"Ian Fraser, Music Director; Chris Boardman, ; Billy Byers, ",CBS,,FALSE
16035,1983,OUTSTANDING ACHIEVEMENT IN MUSIC DIRECTION,Ellington:  The Music Lives On Great Performances,"Mercer Ellington, ",PBS,,FALSE
16036,1983,OUTSTANDING ACHIEVEMENT IN MUSIC DIRECTION,Eubie Blake:  A Century of Music Kennedy Center To,"Dick Hyman, ",PBS,,TRUE
16037,1983,Outstanding Animated Program,"What Have We Learned, Charlie Brown?","Bill Melendez, ; Lee Mendelson, ",CBS,,FALSE
16038,1983,Outstanding Animated Program,The Smurfs Christmas Special,"Gerard Baldwin, ; Joseph Barbera, ; William Hanna, ",NBC,,FALSE
16039,1983,Outstanding Animated Program,"Is This Goodbye, Charlie Brown?","Bill Melendez, ; Lee Mendelson, ",CBS,,FALSE
16040,1983,Outstanding Animated Program,Here Comes Garfield,"Bill Melendez, ; Lee Mendelson, ; Jay Poyner, ",CBS,,FALSE
16041,1983,Outstanding Animated Program,Ziggy's Gift,"Lena Tabori, ; Richard Williams, ; Tom Wilson, ",ABC,,TRUE
16042,1983,OUTSTANDING ART DIRECTION FOR A LIMITED SERIES or a special,Nicholas Nickleby,"John Napier, ",SYN,,FALSE
16043,1983,OUTSTANDING ART DIRECTION FOR A LIMITED SERIES or a special,Little Gloria...Happy at Last,"Enrico Campana, ; Guy J. Comtois, ; Doug Kraner, ; Maurice Le Blanc, ; Stuart Wurtzel, ",NBC,,FALSE
16044,1983,OUTSTANDING ART DIRECTION FOR A LIMITED SERIES or a special,The Winds of War,"John Cartwright, ; Francesco Chianese, ; Jackson De Govia, ; Malcolm Middleton, ; Michael Minor, ; Herta Pischinger, ; Tom Roysden, ",ABC,,FALSE
16045,1983,OUTSTANDING ART DIRECTION FOR A LIMITED SERIES or a special,The Scarlet Pimpernel,"Tony Curtis, ; Carolyn Scott, ",CBS,,FALSE
16046,1983,OUTSTANDING ART DIRECTION FOR A LIMITED SERIES or a special,The Thorn Birds,"Jerry Adams, ; Robert MacKichan, ",ABC,,TRUE
16047,1983,OUTSTANDING ART DIRECTION FOR A SERIES,Dynasty,"Brock Broughton, ; Paul Sylos, ; Tom Trimble, ",ABC,,FALSE
16048,1983,OUTSTANDING ART DIRECTION FOR A SERIES,CHEERS,"George Gaines, ; Richard Sylbert, ",NBC,,FALSE
